condition,block,coherence,decision,evidence,high_evidence,time,rt
1,1,0.72,0,3,3,5,1.2634
1,1,0.72,0,0,2,8,1.8817
1,1,0.28,1,-3,-3,7,1.6788
1,1,0.72,0,4,4,6,1.4922
1,1,0.72,0,4,4,8,1.9117
1,1,0.72,0,2,2,6,1.4874
1,1,0.28,1,-2,-2,8,1.8112
1,1,0.28,1,-4,-4,6,1.5504
1,1,0.72,0,2,2,8,1.9626
1,1,0.72,0,1,2,13,2.8476
1,1,0.72,0,7,7,9,2.1874
1,1,0.28,1,-4,-4,6,1.5632
1,1,0.72,0,4,4,10,2.2993
1,1,0.28,1,-5,-5,11,2.5885
1,2,0.28,1,-2,-2,8,1.8773
1,2,0.72,0,4,4,4,1.0981
1,2,0.72,0,3,3,7,1.7045
1,2,0.28,1,-3,-3,5,1.2751
1,2,0.28,1,-4,-4,4,1.0426
1,2,0.72,0,3,3,11,2.4726
1,2,0.28,1,-2,-2,6,1.5596
1,2,0.28,1,-3,-3,3,0.87786
1,2,0.28,1,-3,-3,3,0.90638
1,2,0.28,1,-1,-1,9,2.1227
1,2,0.28,1,-3,-3,5,1.3009
1,2,0.28,1,-3,-3,7,1.7619
1,2,0.72,0,3,3,7,1.7591
1,2,0.28,1,-2,-2,6,1.4926
1,2,0.28,1,-3,-3,7,1.6718
1,3,0.72,0,2,2,4,1.1017
1,3,0.72,0,2,2,4,1.13
1,3,0.28,1,-3,-3,3,0.90172
1,3,0.28,1,-2,-2,4,1.0558
1,3,0.28,0,1,2,5,1.2891
1,3,0.28,1,-3,-3,3,0.91348
1,3,0.72,1,-3,-3,3,0.82805
1,3,0.72,0,3,3,3,0.9232
1,3,0.28,0,3,3,5,1.3014
1,3,0.28,1,-2,-2,4,1.0906
1,3,0.28,1,-4,-4,4,1.0625
1,3,0.28,1,-3,-3,3,0.93252
1,3,0.72,0,3,3,7,1.6796
1,3,0.72,0,1,3,7,1.7763
1,3,0.72,0,2,3,6,1.522
1,4,0.28,1,-3,-3,7,1.7568
1,4,0.72,0,4,4,4,1.1143
1,4,0.28,1,-3,-3,3,0.93828
1,4,0.28,0,3,3,5,1.2916
1,4,0.28,1,-3,-3,3,0.88665
1,4,0.28,1,-3,-3,7,1.7626
1,4,0.72,0,3,3,7,1.6719
1,4,0.72,0,3,3,9,2.1799
1,4,0.72,0,4,4,10,2.3929
1,4,0.28,0,1,1,11,2.5969
