condition,coherence,time,invtime,stimulus,decision
1,0.72,1,7,1,1
1,0.72,2,6,0,1
1,0.72,3,5,0,1
1,0.72,4,4,1,1
1,0.72,5,3,1,1
1,0.72,6,2,1,1
1,0.72,7,1,0,1
1,0.28,1,6,0,0
1,0.28,2,5,0,0
1,0.28,3,4,1,0
1,0.28,4,3,1,0
1,0.28,5,2,0,0
1,0.28,6,1,0,0
1,0.28,1,6,0,0
1,0.28,2,5,1,0
1,0.28,3,4,0,0
1,0.28,4,3,0,0
1,0.28,5,2,1,0
1,0.28,6,1,0,0
1,0.72,1,7,0,0
1,0.72,2,6,1,0
1,0.72,3,5,1,0
1,0.72,4,4,1,0
1,0.72,5,3,0,0
1,0.72,6,2,0,0
1,0.72,7,1,0,0
1,0.72,1,6,1,1
1,0.72,2,5,0,1
1,0.72,3,4,0,1
1,0.72,4,3,1,1
1,0.72,5,2,1,1
1,0.72,6,1,1,1
1,0.72,1,7,1,1
1,0.72,2,6,0,1
1,0.72,3,5,0,1
1,0.72,4,4,1,1
1,0.72,5,3,0,1
1,0.72,6,2,1,1
1,0.72,7,1,1,1
1,0.72,1,6,0,1
1,0.72,2,5,1,1
1,0.72,3,4,0,1
1,0.72,4,3,1,1
1,0.72,5,2,1,1
1,0.72,6,1,1,1
1,0.72,1,7,1,1
1,0.72,2,6,1,1
1,0.72,3,5,1,1
1,0.72,4,4,0,1
1,0.72,5,3,1,1
1,0.72,6,2,1,1
1,0.72,7,1,1,1
1,0.28,1,6,0,1
1,0.28,2,5,1,1
1,0.28,3,4,1,1
1,0.28,4,3,0,1
1,0.28,5,2,0,1
1,0.28,6,1,0,1
1,0.72,1,5,1,0
1,0.72,2,4,1,0
1,0.72,3,3,0,0
1,0.72,4,2,0,0
1,0.72,5,1,0,0
1,0.72,1,5,0,0
1,0.72,2,4,0,0
1,0.72,3,3,1,0
1,0.72,4,2,1,0
1,0.72,5,1,0,0
1,0.72,1,17,0,1
1,0.72,2,16,1,1
1,0.72,3,15,1,1
1,0.72,4,14,1,1
1,0.72,5,13,0,1
1,0.72,6,12,1,1
1,0.72,7,11,1,1
1,0.72,8,10,1,1
1,0.72,9,9,0,1
1,0.72,10,8,0,1
1,0.72,11,7,1,1
1,0.72,12,6,1,1
1,0.72,13,5,0,1
1,0.72,14,4,1,1
1,0.72,15,3,1,1
1,0.72,16,2,1,1
1,0.72,17,1,1,1
1,0.72,1,5,1,0
1,0.72,2,4,0,0
1,0.72,3,3,0,0
1,0.72,4,2,1,0
1,0.72,5,1,0,0
2,0.5,1,5,0,0
2,0.5,2,4,1,0
2,0.5,3,3,0,0
2,0.5,4,2,1,0
2,0.5,5,1,0,0
3,0.72,1,5,0,1
3,0.72,2,4,1,1
3,0.72,3,3,0,1
3,0.72,4,2,1,1
3,0.72,5,1,1,1
3,0.72,1,5,1,1
3,0.72,2,4,0,1
3,0.72,3,3,1,1
3,0.72,4,2,0,1
3,0.72,5,1,1,1
3,0.72,1,7,1,1
3,0.72,2,6,1,1
3,0.72,3,5,0,1
3,0.72,4,4,0,1
3,0.72,5,3,1,1
3,0.72,6,2,1,1
3,0.72,7,1,1,1
3,0.5,1,8,1,1
3,0.5,2,7,0,1
3,0.5,3,6,1,1
3,0.5,4,5,1,1
3,0.5,5,4,0,1
3,0.5,6,3,1,1
3,0.5,7,2,0,1
3,0.5,8,1,1,1
3,0.72,1,6,1,1
3,0.72,2,5,0,1
3,0.72,3,4,1,1
3,0.72,4,3,1,1
3,0.72,5,2,0,1
3,0.72,6,1,1,1
3,0.72,1,5,1,1
3,0.72,2,4,1,1
3,0.72,3,3,0,1
3,0.72,4,2,1,1
3,0.72,5,1,1,1
3,0.5,1,6,0,1
3,0.5,2,5,0,1
3,0.5,3,4,1,1
3,0.5,4,3,1,1
3,0.5,5,2,1,1
3,0.5,6,1,1,1
3,0.5,1,5,1,0
3,0.5,2,4,0,0
3,0.5,3,3,1,0
3,0.5,4,2,0,0
3,0.5,5,1,0,0
3,0.5,1,5,0,0
3,0.5,2,4,1,0
3,0.5,3,3,1,0
3,0.5,4,2,0,0
3,0.5,5,1,0,0
3,0.5,1,6,0,1
3,0.5,2,5,1,1
3,0.5,3,4,0,1
3,0.5,4,3,1,1
3,0.5,5,2,0,1
3,0.5,6,1,1,1
3,0.28,1,5,1,0
3,0.28,2,4,0,0
3,0.28,3,3,0,0
3,0.28,4,2,1,0
3,0.28,5,1,0,0
3,0.28,1,6,1,1
3,0.28,2,5,1,1
3,0.28,3,4,0,1
3,0.28,4,3,0,1
3,0.28,5,2,0,1
3,0.28,6,1,1,1
