condition,block,coherence,decision,evidence,high_evidence,time,rt
1,1,0.72,1,-1,-1,1,0.41881
1,1,0.28,0,-1,-1,1,0.50693
1,1,0.28,1,-1,-1,1,0.45038
1,1,0.72,0,1,1,1,0.46267
1,1,0.28,0,1,1,1,0.47956
1,1,0.72,1,-1,-1,1,0.50303
1,1,0.28,1,-1,-1,1,0.46431
1,1,0.72,0,1,1,1,0.49004
1,1,0.72,0,1,1,1,0.47794
1,1,0.28,0,1,1,1,0.49535
1,1,0.72,0,1,1,1,0.47056
1,1,0.28,1,-1,-1,1,0.46183
1,1,0.72,0,1,1,1,0.46022
1,1,0.72,0,2,2,2,0.70173
1,2,0.72,0,1,1,1,0.42152
1,2,0.72,0,2,2,2,0.71966
1,2,0.28,1,-1,-1,5,1.3135
1,2,0.72,0,2,2,2,0.63662
1,2,0.28,1,-2,-2,2,0.63078
1,2,0.72,0,1,1,3,0.88587
1,2,0.28,1,-2,-2,2,0.68959
1,2,0.28,1,-2,-2,2,0.67768
1,2,0.28,0,1,1,3,0.89059
1,2,0.72,1,-2,-2,2,0.70991
1,2,0.28,0,2,2,2,0.62527
1,2,0.72,1,-1,-1,3,0.90706
1,2,0.72,0,1,1,1,0.47387
1,2,0.72,0,1,1,3,0.90561
1,2,0.72,0,1,1,1,0.50181
1,2,0.72,0,1,1,3,0.93869
1,3,0.72,0,1,1,3,0.84295
1,3,0.72,0,2,2,2,0.68102
1,3,0.72,0,1,1,1,0.43008
1,3,0.28,1,-2,-2,2,0.69867
1,3,0.28,1,-1,-1,3,0.90334
1,3,0.72,0,1,1,3,0.92848
1,3,0.28,1,-2,-2,2,0.68142
1,3,0.28,0,2,2,2,0.66585
1,3,0.28,1,-2,-2,4,1.0939
1,3,0.72,0,2,2,2,0.64481
1,3,0.28,1,-2,-2,2,0.64286
1,3,0.72,1,-1,-1,3,0.9407
1,3,0.72,0,2,2,2,0.65436
1,3,0.28,0,-1,-1,3,0.8934
1,3,0.28,1,-2,-2,2,0.65704
1,3,0.28,1,-2,-2,2,0.71028
1,4,0.72,1,-1,-1,3,0.93417
1,4,0.72,1,-2,-2,2,0.65492
1,4,0.72,0,3,3,3,1.3439
1,4,0.28,1,-1,-1,1,0.48172
1,4,0.28,1,-2,-2,2,0.72282
1,4,0.28,1,-2,-2,2,0.69264
1,4,0.72,0,2,2,4,1.1123
1,4,0.28,1,-1,-1,3,0.89916
1,4,0.28,0,2,2,2,0.64893
1,4,0.28,1,-1,-2,3,0.93584
1,4,0.28,1,-2,-2,2,0.69438
1,4,0.72,0,2,2,2,0.64535
1,4,0.28,1,-1,-1,3,0.89707
1,4,0.72,0,2,2,4,1.0951
1,4,0.72,0,2,2,2,0.72001
1,4,0.72,0,2,2,2,0.7103
2,1,0.5,1,1,1,1,0.43841
2,1,0.5,0,1,1,1,0.41953
2,1,0.5,0,1,1,1,0.43739
2,1,0.5,0,-2,-2,2,0.66763
2,1,0.5,0,1,1,1,0.47945
2,1,0.5,1,1,1,1,0.47244
2,1,0.5,1,-2,-2,2,0.70211
2,1,0.5,0,-1,-1,1,0.48486
2,2,0.5,1,1,1,1,0.48096
2,2,0.5,0,-1,-1,1,0.51296
2,2,0.5,0,1,1,1,0.48963
2,2,0.5,1,1,1,1,0.46638
2,2,0.5,1,1,1,1,0.45474
2,2,0.5,1,-1,-1,1,0.50113
2,3,0.5,0,0,1,2,0.70188
2,3,0.5,0,-1,-1,1,0.51533
2,3,0.5,1,0,1,2,0.66683
2,3,0.5,0,1,1,1,0.51208
2,3,0.5,0,-1,-1,1,0.49598
2,3,0.5,0,-1,-1,1,0.42371
2,4,0.5,1,1,1,1,0.94291
2,4,0.5,0,1,1,1,0.47452
2,4,0.5,1,-2,-2,2,0.70495
2,4,0.5,0,1,1,1,0.4195
2,4,0.5,0,1,1,1,0.41297
3,1,0.5,1,-1,-1,1,0.46305
3,1,0.5,0,1,1,1,0.43214
3,1,0.72,1,-1,-1,1,0.43998
3,1,0.28,1,-1,-1,1,0.45345
3,1,0.28,1,-1,-1,1,0.44133
3,1,0.5,0,1,1,1,0.41478
3,1,0.28,1,-1,-1,1,0.43382
3,1,0.5,0,1,1,1,0.48955
3,1,0.5,0,1,1,1,0.44522
3,1,0.28,1,-2,-2,2,0.69013
3,1,0.72,0,1,1,1,0.49462
3,1,0.5,0,1,1,1,0.50205
3,1,0.5,1,-1,-1,1,0.4907
3,1,0.28,0,1,1,1,0.48639
3,1,0.28,0,1,1,1,0.46646
3,1,0.72,0,1,1,1,0.44994
3,1,0.72,0,1,1,1,0.50129
3,2,0.5,1,-1,-1,1,0.44489
3,2,0.72,0,1,1,1,0.47622
3,2,0.72,1,-1,-1,1,0.50929
3,2,0.72,1,-1,-1,1,0.48497
3,2,0.5,0,1,1,1,0.47116
3,2,0.28,1,-1,-1,1,0.42184
3,2,0.72,0,2,2,2,0.63434
3,2,0.5,0,1,1,3,0.87386
3,2,0.28,0,-1,-1,3,0.8538
3,2,0.72,0,1,1,5,1.3567
3,2,0.5,1,-2,-2,2,0.66596
3,2,0.5,1,-1,-1,1,0.50609
3,2,0.5,1,-1,-1,1,0.47005
3,3,0.28,1,-1,-1,1,0.45993
3,3,0.28,0,1,1,1,0.48566
3,3,0.5,0,1,1,1,0.45205
3,3,0.28,1,-2,-2,2,0.67171
3,3,0.5,0,0,1,2,0.73056
3,3,0.28,1,-2,-2,2,0.69036
3,3,0.72,0,2,2,2,0.66186
3,3,0.28,1,-1,-1,1,0.51488
3,3,0.28,0,2,2,2,0.67125
3,3,0.72,0,1,1,1,0.44984
3,3,0.72,1,-2,-2,2,0.73066
