trial,condition,coherence,time,evidence,action,rt
1,1,0.28,1,-1,0,6
1,1,0.28,2,-0,0,6
1,1,0.28,3,1,0,6
1,1,0.28,4,2,0,6
1,1,0.28,5,3,0,6
1,1,0.28,6,2,1,6
2,1,0.72,1,1,0,7
2,1,0.72,2,0,0,7
2,1,0.72,3,-1,0,7
2,1,0.72,4,0,0,7
2,1,0.72,5,1,0,7
2,1,0.72,6,2,0,7
2,1,0.72,7,3,1,7
3,1,0.28,1,1,0,3
3,1,0.28,2,2,0,3
3,1,0.28,3,3,1,3
4,1,0.72,1,1,0,6
4,1,0.72,2,2,0,6
4,1,0.72,3,1,0,6
4,1,0.72,4,2,0,6
4,1,0.72,5,1,0,6
4,1,0.72,6,2,1,6
5,1,0.72,1,-1,0,9
5,1,0.72,2,0,0,9
5,1,0.72,3,1,0,9
5,1,0.72,4,2,0,9
5,1,0.72,5,3,0,9
5,1,0.72,6,2,0,9
5,1,0.72,7,3,0,9
5,1,0.72,8,4,0,9
5,1,0.72,9,3,1,9
6,1,0.28,1,1,0,6
6,1,0.28,2,2,0,6
6,1,0.28,3,3,0,6
6,1,0.28,4,2,0,6
6,1,0.28,5,3,0,6
6,1,0.28,6,2,1,6
7,1,0.72,1,-1,0,4
7,1,0.72,2,0,0,4
7,1,0.72,3,1,0,4
7,1,0.72,4,2,1,4
8,1,0.72,1,1,0,6
8,1,0.72,2,2,0,6
8,1,0.72,3,3,0,6
8,1,0.72,4,4,0,6
8,1,0.72,5,5,0,6
8,1,0.72,6,6,1,6
9,1,0.72,1,1,0,7
9,1,0.72,2,-0,0,7
9,1,0.72,3,-1,0,7
9,1,0.72,4,-2,0,7
9,1,0.72,5,-1,0,7
9,1,0.72,6,-0,0,7
9,1,0.72,7,-1,1,7
10,1,0.72,1,1,0,7
10,1,0.72,2,0,0,7
10,1,0.72,3,1,0,7
10,1,0.72,4,2,0,7
10,1,0.72,5,3,0,7
10,1,0.72,6,4,0,7
10,1,0.72,7,5,1,7
11,1,0.72,1,1,0,5
11,1,0.72,2,2,0,5
11,1,0.72,3,3,0,5
11,1,0.72,4,4,0,5
11,1,0.72,5,5,1,5
12,1,0.72,1,1,0,6
12,1,0.72,2,-0,0,6
12,1,0.72,3,1,0,6
12,1,0.72,4,2,0,6
12,1,0.72,5,1,0,6
12,1,0.72,6,-0,1,6
13,1,0.28,1,1,0,9
13,1,0.28,2,2,0,9
13,1,0.28,3,3,0,9
13,1,0.28,4,4,0,9
13,1,0.28,5,5,0,9
13,1,0.28,6,4,0,9
13,1,0.28,7,3,0,9
13,1,0.28,8,4,0,9
13,1,0.28,9,5,1,9
14,1,0.28,1,1,0,7
14,1,0.28,2,2,0,7
14,1,0.28,3,3,0,7
14,1,0.28,4,4,0,7
14,1,0.28,5,5,0,7
14,1,0.28,6,6,0,7
14,1,0.28,7,7,1,7
15,1,0.72,1,1,0,6
15,1,0.72,2,2,0,6
15,1,0.72,3,1,0,6
15,1,0.72,4,2,0,6
15,1,0.72,5,3,0,6
15,1,0.72,6,4,1,6
16,1,0.72,1,1,0,3
16,1,0.72,2,2,0,3
16,1,0.72,3,3,1,3
17,1,0.72,1,-1,0,7
17,1,0.72,2,0,0,7
17,1,0.72,3,1,0,7
17,1,0.72,4,2,0,7
17,1,0.72,5,3,0,7
17,1,0.72,6,4,0,7
17,1,0.72,7,5,1,7
18,1,0.72,1,1,0,5
18,1,0.72,2,0,0,5
18,1,0.72,3,1,0,5
18,1,0.72,4,2,0,5
18,1,0.72,5,3,1,5
19,1,0.28,1,1,0,4
19,1,0.28,2,2,0,4
19,1,0.28,3,3,0,4
19,1,0.28,4,4,1,4
20,1,0.28,1,1,0,5
20,1,0.28,2,2,0,5
20,1,0.28,3,3,0,5
20,1,0.28,4,4,0,5
20,1,0.28,5,5,1,5
21,1,0.72,1,1,0,6
21,1,0.72,2,-0,0,6
21,1,0.72,3,1,0,6
21,1,0.72,4,2,0,6
21,1,0.72,5,3,0,6
21,1,0.72,6,4,1,6
22,1,0.72,1,1,0,7
22,1,0.72,2,2,0,7
22,1,0.72,3,1,0,7
22,1,0.72,4,0,0,7
22,1,0.72,5,1,0,7
22,1,0.72,6,2,0,7
22,1,0.72,7,3,1,7
23,1,0.28,1,1,0,11
23,1,0.28,2,-0,0,11
23,1,0.28,3,-1,0,11
23,1,0.28,4,-0,0,11
23,1,0.28,5,1,0,11
23,1,0.28,6,2,0,11
23,1,0.28,7,1,0,11
23,1,0.28,8,2,0,11
23,1,0.28,9,1,0,11
23,1,0.28,10,2,0,11
23,1,0.28,11,3,1,11
24,1,0.28,1,-1,0,6
24,1,0.28,2,-0,0,6
24,1,0.28,3,1,0,6
24,1,0.28,4,2,0,6
24,1,0.28,5,3,0,6
24,1,0.28,6,4,1,6
25,1,0.72,1,1,0,4
25,1,0.72,2,2,0,4
25,1,0.72,3,3,0,4
25,1,0.72,4,4,1,4
26,1,0.72,1,1,0,4
26,1,0.72,2,2,0,4
26,1,0.72,3,3,0,4
26,1,0.72,4,4,1,4
27,1,0.72,1,1,0,3
27,1,0.72,2,2,0,3
27,1,0.72,3,3,1,3
28,1,0.28,1,1,0,5
28,1,0.28,2,2,0,5
28,1,0.28,3,1,0,5
28,1,0.28,4,2,0,5
28,1,0.28,5,3,1,5
29,1,0.72,1,1,0,5
29,1,0.72,2,0,0,5
29,1,0.72,3,1,0,5
29,1,0.72,4,2,0,5
29,1,0.72,5,3,1,5
30,1,0.28,1,-1,0,7
30,1,0.28,2,-2,0,7
30,1,0.28,3,-1,0,7
30,1,0.28,4,-0,0,7
30,1,0.28,5,1,0,7
30,1,0.28,6,2,0,7
30,1,0.28,7,3,1,7
31,1,0.28,1,-1,0,7
31,1,0.28,2,-0,0,7
31,1,0.28,3,1,0,7
31,1,0.28,4,2,0,7
31,1,0.28,5,3,0,7
31,1,0.28,6,4,0,7
31,1,0.28,7,5,1,7
32,1,0.28,1,1,0,5
32,1,0.28,2,-0,0,5
32,1,0.28,3,1,0,5
32,1,0.28,4,2,0,5
32,1,0.28,5,1,1,5
33,1,0.28,1,1,0,3
33,1,0.28,2,0,0,3
33,1,0.28,3,-1,1,3
34,1,0.28,1,1,0,5
34,1,0.28,2,2,0,5
34,1,0.28,3,3,0,5
34,1,0.28,4,4,0,5
34,1,0.28,5,5,1,5
35,1,0.72,1,1,0,7
35,1,0.72,2,2,0,7
35,1,0.72,3,1,0,7
35,1,0.72,4,2,0,7
35,1,0.72,5,1,0,7
35,1,0.72,6,2,0,7
35,1,0.72,7,3,1,7
36,1,0.28,1,1,0,4
36,1,0.28,2,2,0,4
36,1,0.28,3,3,0,4
36,1,0.28,4,4,1,4
37,1,0.72,1,1,0,2
37,1,0.72,2,2,1,2
38,1,0.28,1,1,0,2
38,1,0.28,2,2,1,2
39,1,0.72,1,1,0,2
39,1,0.72,2,2,1,2
40,1,0.72,1,1,0,4
40,1,0.72,2,2,0,4
40,1,0.72,3,3,0,4
40,1,0.72,4,4,1,4
41,1,0.72,1,-1,0,8
41,1,0.72,2,-0,0,8
41,1,0.72,3,1,0,8
41,1,0.72,4,2,0,8
41,1,0.72,5,1,0,8
41,1,0.72,6,-0,0,8
41,1,0.72,7,-1,0,8
41,1,0.72,8,-2,1,8
42,1,0.28,1,1,0,10
42,1,0.28,2,2,0,10
42,1,0.28,3,1,0,10
42,1,0.28,4,2,0,10
42,1,0.28,5,1,0,10
42,1,0.28,6,-0,0,10
42,1,0.28,7,1,0,10
42,1,0.28,8,2,0,10
42,1,0.28,9,3,0,10
42,1,0.28,10,2,1,10
43,1,0.28,1,1,0,11
43,1,0.28,2,2,0,11
43,1,0.28,3,1,0,11
43,1,0.28,4,-0,0,11
43,1,0.28,5,1,0,11
43,1,0.28,6,-0,0,11
43,1,0.28,7,1,0,11
43,1,0.28,8,2,0,11
43,1,0.28,9,1,0,11
43,1,0.28,10,2,0,11
43,1,0.28,11,3,1,11
44,1,0.72,1,1,0,7
44,1,0.72,2,2,0,7
44,1,0.72,3,3,0,7
44,1,0.72,4,2,0,7
44,1,0.72,5,1,0,7
44,1,0.72,6,0,0,7
44,1,0.72,7,1,1,7
45,1,0.28,1,-1,0,10
45,1,0.28,2,-0,0,10
45,1,0.28,3,-1,0,10
45,1,0.28,4,-2,0,10
45,1,0.28,5,-1,0,10
45,1,0.28,6,-0,0,10
45,1,0.28,7,1,0,10
45,1,0.28,8,2,0,10
45,1,0.28,9,3,0,10
45,1,0.28,10,4,1,10
46,1,0.72,1,1,0,5
46,1,0.72,2,2,0,5
46,1,0.72,3,3,0,5
46,1,0.72,4,4,0,5
46,1,0.72,5,5,1,5
47,1,0.72,1,-1,0,12
47,1,0.72,2,0,0,12
47,1,0.72,3,-1,0,12
47,1,0.72,4,0,0,12
47,1,0.72,5,1,0,12
47,1,0.72,6,2,0,12
47,1,0.72,7,1,0,12
47,1,0.72,8,2,0,12
47,1,0.72,9,3,0,12
47,1,0.72,10,4,0,12
47,1,0.72,11,5,0,12
47,1,0.72,12,6,1,12
48,1,0.28,1,1,0,14
48,1,0.28,2,-0,0,14
48,1,0.28,3,1,0,14
48,1,0.28,4,2,0,14
48,1,0.28,5,1,0,14
48,1,0.28,6,-0,0,14
48,1,0.28,7,1,0,14
48,1,0.28,8,2,0,14
