condition,block,coherence,decision,evidence,high_evidence,time,rt
1,1,0.28,1,-1,-1,1,0.35897
1,1,0.28,1,-1,-1,1,0.35314
1,1,0.72,0,1,1,1,0.32508
1,1,0.72,0,1,1,1,0.35823
1,1,0.72,0,2,2,2,0.40024
1,1,0.28,1,-1,-1,1,0.33877
1,1,0.72,0,2,2,2,0.40859
1,1,0.28,0,1,1,1,0.36056
1,1,0.28,1,-1,-2,3,0.42598
1,1,0.28,1,0,1,2,0.42363
1,1,0.28,1,-2,-2,2,0.39784
1,1,0.28,0,-1,-1,3,0.41546
1,1,0.28,1,-1,-1,1,0.35958
1,1,0.72,1,-2,-2,2,0.43384
1,1,0.28,1,-2,-2,2,0.357
1,1,0.28,1,-2,-2,2,0.42341
1,1,0.72,0,1,1,1,0.39663
1,1,0.72,1,-1,-2,5,0.55878
1,1,0.72,0,1,1,1,0.38516
1,1,0.72,0,1,1,1,0.35834
1,1,0.28,1,-2,-2,2,0.40033
1,1,0.72,1,-1,-1,1,0.35452
1,1,0.72,1,-1,-2,5,0.59009
1,1,0.72,0,3,3,3,0.44995
1,1,0.72,0,1,1,1,0.37751
1,1,0.72,0,1,1,1,0.35949
1,1,0.72,0,0,1,2,0.40932
1,1,0.28,1,-1,-1,1,0.37787
1,1,0.28,1,-2,-2,2,0.39109
1,1,0.28,1,-1,-1,1,0.35525
1,1,0.28,1,-2,-2,2,0.39944
1,1,0.72,0,3,3,3,0.45711
1,1,0.72,0,1,1,1,0.35125
1,1,0.28,1,-2,-2,2,0.38667
1,1,0.72,0,3,3,3,0.42308
1,1,0.28,1,-1,-1,1,0.37286
1,1,0.28,1,-2,-2,2,0.40486
1,1,0.72,0,2,2,2,0.39807
1,2,0.28,0,1,1,1,0.35761
1,2,0.72,0,0,1,2,0.38301
1,2,0.72,0,0,1,2,0.40284
1,2,0.72,1,-1,-1,3,0.47669
1,2,0.72,1,-1,-1,1,0.33425
1,2,0.72,1,-2,-2,2,0.41407
1,2,0.72,1,-1,-1,1,0.33477
