condition,block,coherence,decision,evidence,high_evidence,time,rt
1,1,0.28,1,-2,-2,6,0.63973
1,1,0.72,0,2,3,6,0.62538
1,1,0.28,1,-3,-3,5,0.59877
1,1,0.28,1,-2,-2,4,0.52089
1,1,0.72,0,2,2,4,0.55521
1,1,0.28,0,0,2,6,0.65527
1,1,0.28,0,3,3,5,0.59086
1,1,0.28,0,2,3,8,0.75442
1,1,0.28,1,-4,-4,6,0.63004
1,1,0.28,0,4,4,6,0.60224
1,1,0.72,0,7,7,11,0.92376
1,1,0.72,0,3,3,11,0.92624
1,1,0.72,0,3,4,5,0.57403
1,1,0.72,0,3,3,3,0.54174
1,1,0.72,0,3,3,3,0.49163
1,1,0.28,1,-5,-5,9,0.79525
1,1,0.28,1,-2,-2,4,0.61524
1,1,0.72,0,4,4,8,0.8076
1,1,0.28,1,-1,-2,5,0.56662
1,1,0.28,1,-2,-2,6,0.73454
1,1,0.72,1,-3,-3,3,0.55887
1,1,0.28,0,2,2,8,0.7368
1,1,0.72,0,2,2,6,0.75819
1,1,0.28,1,-1,-2,3,0.57597
1,1,0.28,1,-1,-1,7,0.69384
1,1,0.72,0,3,3,5,0.67828
1,1,0.72,0,5,5,5,0.67179
1,1,0.72,0,3,3,3,0.5239
1,1,0.72,0,4,4,4,0.58167
1,1,0.72,1,-2,-2,2,0.48374
1,1,0.28,1,-3,-3,5,0.65283
1,1,0.28,1,-3,-3,3,0.54934
1,1,0.72,0,2,2,4,0.59273
1,1,0.28,1,-1,-1,5,0.66059
1,1,0.72,0,5,5,11,0.91431
1,2,0.72,0,2,2,4,0.52398
1,2,0.28,1,-3,-3,3,0.47728
1,2,0.72,0,4,4,6,0.61511
1,2,0.28,1,-4,-4,4,0.56723
1,2,0.28,1,-4,-4,4,0.53499
1,2,0.72,0,2,3,4,0.54274
1,2,0.72,0,-1,-1,9,0.83635
1,2,0.28,1,-2,-3,6,0.65521
1,2,0.72,0,3,5,7,0.66209
1,2,0.28,1,-3,-3,7,0.77223
1,2,0.28,0,1,3,7,0.74015
1,2,0.72,0,2,3,8,0.7537
1,2,0.72,0,4,4,4,0.58148
