"ml_slopes_e","X.Intercept.","ml_slopes_m","X.Intercept..1"
-0.497594832349265,4.94456630089959,-0.448689572026055,6.74462174130718
-0.248010262879055,4.20021264493431,-0.257654637745334,5.31851460790474
0.564951192308133,0.906102710380799,-0.378784937737355,1.12043609112655
-1.34281569650295,6.26732804942247,-0.659014467950754,5.10430064481833
-0.348305175541249,3.43206924317939,-0.515695887257597,3.51451778128208
-0.638114087188661,5.13223421670457,-0.474900375151611,12.6749872631744
-0.088802557956254,10.7011377609195,-0.442561083915917,7.33475076779972
-0.196570560491547,-0.632508944361713,-0.424731856026245,2.73596212711294
0.102339725106132,4.41245430994701,0.0792269086931019,7.3809407169316
0.927897760297351,-2.94289606106493,1.74190307288265,-7.81934408668276
-0.232589287176109,7.84721361634325,-0.885883976946979,10.506475081788
0.124324894195553,6.96758564443163,-0.336737584431584,14.6025920225441
0.26031420644052,12.4007355673465,0.0476400241314471,8.61012795229117
-0.573201576973349,21.7060395781572,-0.571773073391161,31.4566229924786
0.249866762632704,-3.23304499804786,0.0920901474956396,-2.26035899205063
-1.4163068751553,16.90537214827,-0.182246595400914,12.5729603156894
-0.144208898713871,4.53185264753056,-0.430129088655592,7.34030973949441
-0.398695781317785,3.92581461460418,-0.567595731632948,4.80256533164516
-0.43373278915888,8.66850255797585,-3.22440772832984,59.6305368511151
-0.251151282419335,7.00301170353022,-0.441599224484415,10.5493679927696
-0.861822462661994,7.77464758422362,-0.621998482496949,6.80313223660003
