condition,block,coherence,decision,evidence,high_evidence,time,rt
1,1,0.28,1,-4,-4,4,0.57029
1,1,0.72,0,6,6,10,0.84173
1,1,0.28,1,0,2,10,0.84417
1,1,0.28,1,-1,-2,5,0.61414
1,1,0.72,0,6,6,6,0.65319
1,1,0.72,1,6,6,18,1.2216
1,1,0.72,0,4,5,6,0.69168
1,1,0.72,0,7,7,17,1.2669
1,1,0.28,1,-5,-5,7,0.67916
1,1,0.72,0,6,6,10,0.90508
1,1,0.72,0,5,5,9,0.84652
1,1,0.28,1,-6,-6,6,0.6231
1,1,0.72,1,0,1,4,0.63655
1,1,0.28,1,-4,-4,4,0.60656
1,1,0.28,1,-3,-3,3,0.50988
1,1,0.28,1,-2,-2,2,0.47416
1,1,0.28,1,-1,-1,5,0.67761
1,1,0.28,1,1,1,3,0.51193
1,1,0.72,0,4,5,12,1.0914
1,1,0.72,0,9,9,27,1.9551
1,1,0.72,0,6,6,10,0.82313
1,1,0.72,0,3,3,5,0.66876
1,1,0.28,1,-5,-6,15,1.2728
1,1,0.28,1,-2,-2,4,0.57277
1,1,0.72,0,3,4,7,0.78071
1,1,0.28,1,-2,-2,2,0.48281
1,1,0.28,1,-1,-1,1,0.46046
1,1,0.72,0,3,3,3,0.52257
1,1,0.28,1,-3,-3,3,0.46804
1,1,0.28,1,-2,-2,2,0.48797
1,1,0.72,0,2,2,4,0.5601
1,1,0.72,0,3,4,7,0.70581
1,1,0.72,0,1,2,3,0.54915
1,2,0.72,0,5,6,9,0.77853
1,2,0.72,1,0,2,16,1.1925
1,2,0.72,0,5,5,9,0.79609
1,2,0.72,0,5,5,7,0.68613
1,2,0.72,0,3,3,7,0.74191
1,2,0.28,1,-5,-5,17,1.2759
1,2,0.28,1,-6,-7,12,0.90186
1,2,0.72,1,-1,-3,5,0.65966
1,2,0.28,1,-8,-8,10,0.88117
1,2,0.72,0,15,19,29,1.8035
1,2,0.28,1,-3,-3,5,0.66916
1,2,0.28,1,-2,-3,14,1.113
1,2,0.72,1,0,2,10,0.8367
1,2,0.72,0,12,12,40,2.759
1,2,0.28,1,-4,-4,16,1.3208
1,2,0.72,0,7,7,11,0.90575
1,2,0.28,1,-4,-5,6,0.73587
1,2,0.72,0,-1,-5,27,1.9984
1,2,0.72,0,5,5,5,0.59958
1,2,0.72,0,2,2,2,0.48165
1,2,0.72,1,-3,-3,9,0.89197
1,2,0.28,0,-1,-2,7,0.71547
1,2,0.72,0,8,8,26,1.9514
1,2,0.72,0,3,4,7,0.7715
1,2,0.28,1,-13,-13,35,2.2189
1,2,0.28,1,-3,-3,5,0.63232
1,2,0.28,1,-8,-8,26,1.9326
1,2,0.72,0,7,8,13,1.1321
1,2,0.72,0,4,4,4,0.57205
1,2,0.72,0,4,4,6,0.69998
1,3,0.72,0,1,1,1,0.4197
1,3,0.28,1,-3,-3,3,0.53742
1,3,0.28,1,-2,-2,2,0.44731
1,3,0.72,0,1,2,3,0.495
1,3,0.72,0,1,1,1,0.38257
1,3,0.72,1,2,2,4,0.54911
1,3,0.28,1,-4,-4,10,0.9763
1,3,0.72,0,2,2,6,0.68636
1,3,0.28,1,-6,-6,8,0.74991
1,3,0.28,1,-4,-5,8,0.83454
1,3,0.72,0,4,4,4,0.58229
1,3,0.72,0,6,6,6,0.63575
1,3,0.72,0,1,1,3,0.57352
1,3,0.28,0,1,1,3,0.54907
1,3,0.28,1,-3,-3,5,0.57688
1,3,0.28,0,-4,-5,22,1.6791
1,3,0.28,1,-2,-2,6,0.72137
1,3,0.72,0,5,5,5,0.57134
1,3,0.72,0,7,7,27,2.0108
1,3,0.28,0,1,2,7,0.7865
1,3,0.72,0,3,3,3,0.502
1,3,0.28,1,-4,-4,4,0.57198
1,3,0.28,1,-2,-2,2,0.50844
1,3,0.28,0,2,2,2,0.50398
1,3,0.72,1,-2,-2,6,0.70969
1,3,0.72,0,4,4,6,0.74541
1,3,0.72,0,4,4,12,1.1193
1,3,0.28,1,-4,-4,4,0.6093
1,3,0.28,0,3,3,3,0.52142
1,3,0.72,0,4,4,10,0.97077
1,3,0.28,0,3,3,5,0.6186
1,3,0.72,0,5,5,7,0.68868
1,3,0.72,0,1,1,3,0.57645
1,3,0.72,0,3,3,3,0.51073
1,4,0.28,1,0,2,6,0.65906
1,4,0.72,0,1,3,13,1.0016
1,4,0.72,0,3,3,7,0.65072
1,4,0.28,1,-2,-2,2,0.48276
1,4,0.72,0,2,3,6,0.70068
1,4,0.28,0,2,2,2,0.45929
1,4,0.28,1,-2,-2,4,0.62495
1,4,0.28,1,-3,-4,5,0.63057
1,4,0.72,1,1,1,7,0.67403
1,4,0.28,1,-1,-2,5,0.67849
1,4,0.72,0,3,3,7,0.78428
1,4,0.72,0,3,3,9,0.77444
1,4,0.28,1,-5,-5,7,0.80583
1,4,0.28,1,-4,-4,6,0.71715
1,4,0.72,1,1,1,5,0.60717
1,4,0.72,1,-1,-1,9,0.88744
1,4,0.28,1,-4,-4,6,0.73533
1,4,0.28,1,-4,-4,8,0.75891
1,4,0.28,1,-3,-3,3,0.56106
1,4,0.28,1,-2,-3,4,0.61106
1,4,0.72,1,3,3,5,0.66672
1,4,0.28,1,-5,-5,5,0.64677
1,4,0.72,0,4,4,4,0.59798
1,4,0.72,0,2,2,2,0.49666
1,4,0.72,0,1,1,1,0.42209
1,4,0.72,0,1,1,1,0.4197
1,4,0.72,0,1,1,3,0.57751
1,4,0.28,1,-12,-12,28,1.8399
1,4,0.28,1,-2,-2,6,0.67335
1,4,0.72,0,2,2,2,0.50105
1,4,0.28,1,-3,-3,3,0.52317
1,4,0.28,1,2,2,6,0.66103
1,4,0.72,0,7,8,15,1.2407
1,4,0.28,1,-5,-5,5,0.60285
2,1,0.5,1,3,3,13,0.98558
2,1,0.5,1,-2,-3,6,0.64001
2,1,0.5,0,6,6,8,0.7379
2,1,0.5,1,1,1,11,0.8872
2,1,0.5,1,7,7,21,1.3914
2,1,0.5,1,-2,-3,18,1.2432
2,1,0.5,1,2,3,8,0.74108
2,1,0.5,0,3,5,11,0.86695
2,1,0.5,1,6,7,34,2.0552
2,1,0.5,1,2,5,20,1.3749
2,1,0.5,0,7,10,23,1.4703
2,1,0.5,0,2,4,18,1.2099
2,1,0.5,1,2,2,16,1.1383
2,1,0.5,1,3,3,9,0.79962
2,1,0.5,0,-3,-7,53,2.9699
2,1,0.5,0,-7,-8,37,2.2895
2,1,0.5,1,6,7,14,1.0767
2,1,0.5,1,7,10,37,2.3752
2,1,0.5,1,-3,-13,47,2.831
2,1,0.5,1,-5,-6,43,2.482
2,1,0.5,1,-6,-6,14,1.1402
2,1,0.5,1,-3,-3,7,0.71373
