"slopes_e","intercepts_e","slopes_m","intercepts_m"
-0.478019287137909,4.80245192268403,-0.54021124957941,5.74286266813986
0.352575287273911,0.519583732080098,1.30320688030998,-2.76470865726444
-0.323094731066206,6.94037474938461,-0.431191790623235,3.33832617982853
-0.765476367794762,2.86694347058007,-0.543984236500436,2.50344733155306
-0.268241933405355,3.04661508805212,-0.196751302435004,2.62074617082694
-0.638785241660916,5.08978094111518,-0.437876618302626,14.1033946076416
-0.155970397707928,11.9302782956655,-0.375693162588976,6.40036131415169
-0.40259026543374,0.7178425494541,-0.217282377103989,2.33293376171716
0.12709171379922,4.10585618345145,0.208062153694098,7.21330894195809
0.414396132020762,-0.379648118875386,0.446149796681379,-1.19044945244637
-0.232295348359253,7.85840028085201,-0.971411750402483,10.0462541485528
0.129658528605357,6.73141398242662,-0.131376797152193,10.9570870249711
0.25656383897536,12.9369159284996,-0.0213628494316866,10.6793043528058
-0.198350916658897,11.1316797439916,-0.442951397321838,23.5453749428686
-0.244346467152452,-0.599082140871848,-1.25061436088985,1.75937772467832
-0.34070986417147,6.08339675155994,-0.741031666454438,11.702292207887
-0.711809624448263,7.96418545943483,-0.600989728047504,14.3747167592932
-0.0342433216061295,3.43284691901437,-0.305580866465075,7.72418723899936
-0.331219788099764,3.5330694917299,-0.421046408080088,4.02732908539408
-0.428767470672478,8.60288736606529,-3.28133497676968,64.0999059838293
0.0161256390727322,3.90264120486868,-0.648122415048714,9.64815965746062
-0.660753839508474,5.51530860302336,-0.231270294490517,3.67536060473121
