condition,block,coherence,decision,evidence,high_evidence,time,rt
1,1,0.28,1,-1,-1,11,2.5393
1,1,0.28,1,-4,-4,4,1.0965
1,1,0.28,1,-3,-3,5,1.2578
1,1,0.72,1,1,2,11,2.5688
1,1,0.72,0,2,2,6,1.4951
1,1,0.28,1,-5,-5,5,1.2496
1,1,0.28,1,-3,-3,3,0.88494
1,1,0.28,1,-1,-2,5,1.2651
1,1,0.72,0,3,3,5,1.3609
1,1,0.72,0,2,2,6,1.5503
1,1,0.28,1,-2,-2,4,1.1425
1,1,0.72,1,-1,-2,5,1.3488
1,1,0.28,1,-2,-2,12,2.7754
1,1,0.28,1,-3,-3,9,2.1454
1,1,0.72,0,4,4,6,1.4813
1,1,0.72,0,3,3,9,2.1991
1,1,0.72,0,3,3,11,2.5407
1,1,0.28,1,-4,-4,4,1.1506
1,1,0.72,0,3,3,11,2.5422
1,1,0.28,1,-2,-2,10,2.3524
1,1,0.28,1,-3,-3,3,0.85549
1,1,0.72,0,3,3,9,2.1211
1,1,0.72,0,2,2,20,4.4391
1,1,0.28,1,-3,-3,11,2.5172
1,1,0.72,0,4,4,10,2.3864
1,1,0.28,1,-2,-2,2,0.67898
1,1,0.28,1,-2,-2,4,1.0211
1,1,0.72,0,3,3,5,1.1989
1,1,0.28,1,-3,-3,3,0.84424
1,1,0.72,0,3,3,3,0.83176
1,1,0.72,0,3,3,3,0.7758
1,1,0.72,0,2,2,8,1.7942
1,1,0.72,0,2,2,6,1.4479
1,1,0.28,1,-2,-2,4,1.04
1,1,0.28,1,-2,-2,4,1.0778
1,1,0.72,0,3,3,3,0.81528
1,1,0.72,0,1,1,7,1.6227
1,1,0.72,0,3,3,5,1.1827
1,1,0.28,1,-3,-3,3,0.84813
1,1,0.72,0,2,2,2,0.65872
1,1,0.28,1,-3,-3,3,0.80408
1,1,0.28,1,-2,-2,4,0.97961
1,1,0.72,0,2,2,4,0.99952
1,1,0.72,0,3,3,5,1.2141
1,1,0.28,0,0,2,8,1.8038
1,1,0.28,0,1,1,5,1.2107
1,1,0.72,0,3,3,3,0.8503
1,1,0.28,1,-3,-3,5,1.2339
1,1,0.72,1,-3,-3,3,0.79801
1,1,0.72,0,3,3,3,0.83764
1,1,0.72,0,3,3,3,0.79514
1,1,0.72,0,2,2,4,1.0229
1,1,0.72,0,2,2,4,1.035
1,1,0.72,0,1,1,5,1.2073
1,2,0.28,1,-2,-2,4,1.0526
1,2,0.28,1,-3,-3,7,1.6943
1,2,0.72,0,3,3,5,1.3123
1,2,0.72,0,2,2,4,1.1122
1,2,0.72,0,3,3,3,0.86415
1,2,0.72,0,3,3,5,1.3033
1,2,0.28,1,-3,-3,3,0.87184
1,2,0.28,1,-2,-2,6,1.5356
1,2,0.72,0,4,4,4,1.1495
1,2,0.72,0,3,3,9,2.1925
1,2,0.28,1,-3,-3,3,0.91223
1,2,0.28,1,-2,-2,6,1.5204
1,2,0.72,0,4,4,10,2.3818
1,2,0.28,1,-3,-3,3,0.88814
1,2,0.28,1,-3,-3,5,1.2839
1,2,0.72,0,4,4,4,1.096
1,2,0.28,1,-4,-4,6,1.5298
1,2,0.28,1,-3,-3,5,1.2455
1,2,0.72,1,-1,-1,7,1.7129
1,2,0.28,1,-3,-3,5,1.3106
1,2,0.72,0,3,3,5,1.3186
1,2,0.28,1,-3,-3,9,2.1398
1,2,0.28,1,-4,-4,6,1.5257
1,2,0.72,0,3,3,5,1.2736
1,2,0.72,0,2,2,2,0.65535
1,2,0.28,1,-2,-2,4,1.0702
1,2,0.28,1,-3,-3,3,0.80938
1,2,0.72,0,2,2,8,1.8046
1,2,0.28,1,-2,-2,6,1.4405
1,2,0.28,1,-4,-4,4,1.046
1,2,0.28,1,-3,-3,3,0.82663
1,2,0.28,1,-2,-2,6,1.3947
1,2,0.72,0,3,3,3,0.80664
1,2,0.72,0,2,2,2,0.65182
1,2,0.28,1,-4,-4,10,2.2164
1,2,0.72,0,3,3,5,1.1778
1,2,0.28,1,-2,-2,4,1.0511
1,2,0.28,1,-2,-2,8,1.7652
1,2,0.72,0,3,3,3,0.87989
1,2,0.72,0,4,4,4,1.0228
1,2,0.28,1,-3,-3,11,2.3731
1,2,0.72,0,3,3,3,0.82501
1,2,0.72,0,3,3,5,1.2242
1,2,0.72,0,4,4,8,1.8462
1,2,0.72,0,4,4,4,1.0161
1,2,0.72,0,1,2,5,1.2097
1,2,0.28,1,-3,-3,9,1.9495
1,2,0.28,0,3,3,7,1.5511
1,2,0.28,1,-3,-3,11,2.3789
1,2,0.72,0,1,3,5,1.2425
1,2,0.28,1,-4,-4,4,1.0425
1,2,0.72,0,2,2,2,0.67425
1,2,0.72,0,3,3,5,1.2322
1,2,0.72,0,3,3,5,1.2435
1,2,0.72,0,4,4,4,1.01
1,2,0.28,1,-2,-2,2,0.64392
1,2,0.28,1,-3,-3,5,1.2075
1,2,0.28,1,-3,-3,3,0.85721
1,2,0.28,1,-3,-3,3,0.81696
1,2,0.28,1,-2,-2,2,0.59306
1,2,0.28,1,-3,-3,3,0.82063
3,1,0.5,1,-2,-2,8,1.8875
3,1,0.5,1,-3,-3,3,0.85032
3,1,0.5,0,3,3,9,2.0444
3,1,0.5,1,-1,-2,7,1.7245
3,1,0.72,0,3,3,7,1.7362
3,1,0.72,1,0,2,8,1.8532
3,1,0.5,0,3,3,7,1.6868
3,1,0.5,0,-1,-2,11,2.5226
3,1,0.5,0,3,3,5,1.3258
3,1,0.28,1,-2,-2,8,1.921
3,1,0.5,0,4,4,10,2.356
3,1,0.72,0,4,4,4,1.1008
3,1,0.28,1,-3,-3,5,1.2621
3,1,0.5,0,2,2,10,2.3523
3,1,0.28,1,-3,-3,3,0.9301
3,1,0.72,0,2,2,4,1.0974
3,1,0.5,0,2,2,8,1.9238
3,1,0.5,1,-2,-2,2,0.65323
3,1,0.5,1,-2,-2,2,0.65495
3,1,0.72,0,4,4,6,1.5051
3,1,0.72,0,5,5,5,1.2886
3,1,0.72,1,-3,-3,9,2.1242
3,1,0.5,1,-3,-3,7,1.7113
3,1,0.5,1,-4,-4,6,1.4872
3,1,0.28,1,-5,-5,7,1.6909
3,1,0.5,1,-2,-2,10,2.3589
3,1,0.5,1,-3,-3,9,2.1708
3,1,0.28,1,-5,-5,9,2.1576
3,1,0.5,1,-3,-3,9,2.1954
3,1,0.28,1,-4,-4,8,1.9693
3,1,0.5,1,-2,-2,10,2.3934
3,1,0.72,0,3,4,9,2.1783
3,1,0.5,0,4,4,10,2.3562
3,1,0.5,0,0,1,8,1.9626
3,1,0.5,0,3,3,9,2.0857
3,1,0.5,1,-3,-3,9,2.1613
3,2,0.5,1,1,1,9,2.1251
3,2,0.5,0,2,2,10,2.3285
3,2,0.28,1,-3,-3,7,1.7224
3,2,0.5,1,-4,-4,6,1.4639
3,2,0.72,0,3,3,7,1.6632
3,2,0.72,0,3,3,3,0.9029
3,2,0.28,0,4,4,8,1.9193
3,2,0.5,1,1,2,11,2.6185
3,2,0.5,0,0,1,6,1.5154
3,2,0.5,1,-4,-4,8,1.9449
3,2,0.5,1,-4,-4,4,1.1417
3,2,0.5,0,4,4,4,1.1302
3,2,0.28,1,-3,-3,7,1.7005
3,2,0.72,0,3,3,7,1.7657
3,2,0.5,0,3,3,11,2.5617
3,2,0.28,1,-3,-3,3,0.92413
3,2,0.5,0,4,4,6,1.5474
3,2,0.5,1,-2,-2,2,0.71458
3,2,0.28,1,-1,-2,13,2.9707
3,2,0.72,0,3,3,3,0.86257
3,2,0.5,0,4,4,4,1.126
3,2,0.5,1,-3,-3,9,2.178
3,2,0.5,1,-1,-1,9,2.1997
3,2,0.72,0,5,5,9,2.111
3,2,0.5,1,-4,-4,12,2.7829
3,2,0.5,0,4,4,10,2.3186
3,2,0.5,1,0,2,12,2.7801
3,2,0.28,1,-3,-3,5,1.278
3,2,0.72,0,3,3,3,0.92045
3,2,0.72,0,2,3,10,2.3614
3,2,0.5,0,3,3,3,0.83885
3,2,0.5,0,3,3,5,1.3373
3,2,0.5,1,-3,-3,7,1.6783
3,2,0.72,0,3,3,7,1.66
3,2,0.28,1,-3,-3,3,0.89415
3,2,0.5,1,-3,-4,5,1.1754
3,2,0.28,1,-1,-1,11,2.3935
3,2,0.5,1,-2,-2,8,1.7753
3,2,0.5,1,-3,-3,7,1.6323
