trial,condition,coherence,time,evidence,action,rt
1,1,0.28,1,1,0,2
1,1,0.28,2,-0,1,2
2,1,0.72,1,1,1,1
3,1,0.28,1,1,0,2
3,1,0.28,2,2,1,2
4,1,0.72,1,1,1,1
5,1,0.72,1,1,1,1
6,1,0.28,1,1,1,1
7,1,0.72,1,1,1,1
8,1,0.72,1,1,1,1
9,1,0.72,1,1,0,2
9,1,0.72,2,-0,1,2
10,1,0.28,1,-1,1,1
11,1,0.28,1,-1,0,2
11,1,0.28,2,-0,1,2
12,1,0.72,1,1,1,1
13,1,0.28,1,1,0,2
13,1,0.28,2,2,1,2
14,1,0.72,1,1,1,1
15,1,0.28,1,1,1,1
16,1,0.28,1,1,1,1
17,1,0.28,1,1,0,2
17,1,0.28,2,2,1,2
18,1,0.72,1,1,1,1
19,1,0.72,1,1,1,1
20,1,0.72,1,1,1,1
21,1,0.72,1,1,1,1
22,1,0.28,1,1,1,1
23,1,0.72,1,1,1,1
24,1,0.28,1,1,0,3
24,1,0.28,2,2,0,3
24,1,0.28,3,3,1,3
25,1,0.72,1,1,1,1
26,1,0.28,1,1,1,1
27,1,0.72,1,1,1,1
28,1,0.28,1,1,0,2
28,1,0.28,2,2,1,2
29,1,0.28,1,1,1,1
30,1,0.28,1,1,0,2
30,1,0.28,2,0,1,2
31,1,0.28,1,-1,0,2
31,1,0.28,2,-0,1,2
32,1,0.72,1,1,0,2
32,1,0.72,2,2,1,2
33,1,0.72,1,1,0,2
33,1,0.72,2,2,1,2
34,1,0.72,1,1,0,2
34,1,0.72,2,2,1,2
35,1,0.72,1,1,0,2
35,1,0.72,2,2,1,2
36,1,0.28,1,1,0,2
36,1,0.28,2,2,1,2
37,1,0.72,1,1,0,2
37,1,0.72,2,2,1,2
38,1,0.72,1,1,0,2
38,1,0.72,2,0,1,2
39,1,0.28,1,1,1,1
40,1,0.28,1,1,0,2
40,1,0.28,2,2,1,2
41,1,0.28,1,-1,0,3
41,1,0.28,2,0,0,3
41,1,0.28,3,-1,1,3
42,1,0.28,1,1,0,2
42,1,0.28,2,2,1,2
43,1,0.72,1,1,0,2
43,1,0.72,2,2,1,2
44,1,0.72,1,1,1,1
45,1,0.28,1,1,0,2
45,1,0.28,2,2,1,2
46,1,0.28,1,1,0,2
46,1,0.28,2,2,1,2
47,1,0.72,1,1,0,2
47,1,0.72,2,-0,1,2
48,1,0.28,1,1,1,1
49,1,0.28,1,1,1,1
50,1,0.72,1,1,1,1
51,1,0.72,1,1,1,1
52,1,0.72,1,1,1,1
53,1,0.72,1,1,1,1
54,1,0.28,1,1,1,1
55,1,0.28,1,1,0,2
55,1,0.28,2,2,1,2
56,1,0.28,1,1,0,2
56,1,0.28,2,2,1,2
57,1,0.28,1,1,0,2
57,1,0.28,2,2,1,2
58,1,0.72,1,1,0,3
58,1,0.72,2,0,0,3
58,1,0.72,3,1,1,3
59,1,0.72,1,1,0,2
59,1,0.72,2,2,1,2
60,1,0.28,1,1,1,1
61,1,0.72,1,1,1,1
62,1,0.28,1,1,1,1
63,1,0.28,1,1,1,1
64,1,0.28,1,-1,0,2
64,1,0.28,2,0,1,2
65,1,0.28,1,1,0,2
65,1,0.28,2,2,1,2
66,1,0.72,1,1,0,2
66,1,0.72,2,2,1,2
67,1,0.28,1,1,1,1
68,1,0.72,1,1,0,2
68,1,0.72,2,0,1,2
69,1,0.28,1,1,1,1
70,1,0.72,1,1,0,2
70,1,0.72,2,2,1,2
71,1,0.72,1,1,0,2
71,1,0.72,2,2,1,2
72,1,0.72,1,1,1,1
73,1,0.72,1,1,0,2
73,1,0.72,2,2,1,2
74,1,0.72,1,1,0,2
74,1,0.72,2,2,1,2
75,1,0.72,1,1,1,1
76,1,0.28,1,1,0,2
76,1,0.28,2,2,1,2
77,1,0.28,1,1,1,1
78,1,0.28,1,1,1,1
79,1,0.28,1,1,0,2
79,1,0.28,2,2,1,2
80,1,0.72,1,-1,0,3
80,1,0.72,2,0,0,3
80,1,0.72,3,1,1,3
81,1,0.28,1,1,0,2
81,1,0.28,2,2,1,2
82,1,0.72,1,1,0,2
82,1,0.72,2,0,1,2
83,1,0.28,1,1,0,2
83,1,0.28,2,-0,1,2
84,1,0.72,1,1,1,1
85,1,0.28,1,1,1,1
86,1,0.72,1,1,0,2
86,1,0.72,2,-0,1,2
87,1,0.28,1,1,0,2
87,1,0.28,2,2,1,2
88,1,0.28,1,1,0,3
88,1,0.28,2,2,0,3
88,1,0.28,3,1,1,3
89,1,0.72,1,1,1,1
90,1,0.28,1,1,0,2
90,1,0.28,2,-0,1,2
91,1,0.28,1,1,0,2
91,1,0.28,2,0,1,2
92,1,0.72,1,1,0,2
92,1,0.72,2,2,1,2
93,1,0.28,1,1,0,2
93,1,0.28,2,2,1,2
94,1,0.28,1,1,0,2
94,1,0.28,2,2,1,2
95,1,0.72,1,1,0,2
95,1,0.72,2,2,1,2
96,1,0.72,1,1,1,1
97,1,0.28,1,-1,0,2
97,1,0.28,2,-2,1,2
98,1,0.28,1,1,0,2
98,1,0.28,2,-0,1,2
99,1,0.28,1,1,0,4
99,1,0.28,2,-0,0,4
99,1,0.28,3,1,0,4
99,1,0.28,4,-0,1,4
100,1,0.28,1,-1,0,2
100,1,0.28,2,-0,1,2
101,1,0.72,1,1,0,2
101,1,0.72,2,-0,1,2
102,1,0.72,1,1,0,2
102,1,0.72,2,2,1,2
103,1,0.72,1,1,0,2
103,1,0.72,2,2,1,2
104,1,0.72,1,1,0,2
104,1,0.72,2,2,1,2
105,1,0.72,1,1,0,2
105,1,0.72,2,2,1,2
1,2,0.5,1,1,1,1
2,2,0.5,1,-1,1,1
3,2,0.5,1,-1,0,2
3,2,0.5,2,-2,1,2
4,2,0.5,1,-1,1,1
5,2,0.5,1,1,0,2
5,2,0.5,2,0,1,2
6,2,0.5,1,1,0,2
6,2,0.5,2,0,1,2
7,2,0.5,1,1,0,2
7,2,0.5,2,2,1,2
8,2,0.5,1,1,0,2
8,2,0.5,2,-0,1,2
9,2,0.5,1,1,0,2
9,2,0.5,2,-0,1,2
10,2,0.5,1,1,0,2
10,2,0.5,2,0,1,2
11,2,0.5,1,1,0,2
11,2,0.5,2,2,1,2
12,2,0.5,1,1,1,1
13,2,0.5,1,1,0,2
13,2,0.5,2,2,1,2
14,2,0.5,1,1,0,3
14,2,0.5,2,2,0,3
14,2,0.5,3,1,1,3
15,2,0.5,1,1,0,2
15,2,0.5,2,2,1,2
16,2,0.5,1,1,0,3
16,2,0.5,2,2,0,3
16,2,0.5,3,3,1,3
17,2,0.5,1,1,0,2
17,2,0.5,2,0,1,2
18,2,0.5,1,-1,1,1
19,2,0.5,1,1,0,3
19,2,0.5,2,2,0,3
19,2,0.5,3,1,1,3
20,2,0.5,1,1,0,3
20,2,0.5,2,-0,0,3
20,2,0.5,3,1,1,3
21,2,0.5,1,-1,0,2
21,2,0.5,2,-2,1,2
22,2,0.5,1,1,1,1
23,2,0.5,1,1,0,2
23,2,0.5,2,2,1,2
24,2,0.5,1,-1,0,2
24,2,0.5,2,0,1,2
25,2,0.5,1,-1,0,2
25,2,0.5,2,0,1,2
26,2,0.5,1,-1,0,2
26,2,0.5,2,0,1,2
27,2,0.5,1,-1,0,4
27,2,0.5,2,-2,0,4
27,2,0.5,3,-1,0,4
27,2,0.5,4,0,1,4
28,2,0.5,1,-1,0,2
28,2,0.5,2,0,1,2
29,2,0.5,1,-1,0,2
29,2,0.5,2,-2,1,2
30,2,0.5,1,-1,0,2
