condition,block,coherence,decision,evidence,high_evidence,time,rt
1,1,0.28,0,-2,-3,12,2.6456
1,1,0.28,1,-6,-6,8,1.9238
1,1,0.72,0,3,4,13,2.8969
1,1,0.72,0,5,5,13,2.9245
1,1,0.28,1,-6,-6,10,2.2745
1,1,0.28,1,-9,-9,13,2.843
1,1,0.72,0,9,9,9,2.1285
1,1,0.28,1,-5,-5,13,2.9583
1,1,0.28,1,-6,-6,10,2.2295
1,1,0.72,0,8,8,10,2.2874
1,1,0.28,0,-4,-5,20,4.3487
1,1,0.28,1,-6,-6,10,2.373
1,1,0.72,0,4,4,10,2.3522
1,1,0.28,1,-8,-8,10,2.2879
1,1,0.72,0,4,5,10,2.3258
1,1,0.28,1,-7,-7,13,3.0356
1,1,0.28,1,-5,-5,11,2.4837
1,1,0.28,1,-7,-7,7,1.7738
1,1,0.72,0,4,4,12,2.7329
1,1,0.72,0,5,5,15,3.2563
1,1,0.28,1,-6,-6,14,3.1729
1,1,0.28,1,-7,-7,13,3.0366
1,1,0.28,1,-3,-3,21,4.5969
1,1,0.72,0,6,6,6,1.4844
1,1,0.28,1,-5,-5,13,3.0177
1,1,0.28,1,-5,-5,17,3.8051
1,1,0.28,1,-4,-4,8,1.9236
1,1,0.28,0,0,4,22,4.6731
1,1,0.28,1,-5,-5,13,2.808
1,1,0.28,1,-11,-11,11,2.3659
1,1,0.28,1,-5,-5,19,4.2281
1,1,0.72,0,7,7,9,2.0135
1,1,0.72,0,6,6,16,3.3849
1,1,0.72,0,4,4,12,2.7788
1,1,0.28,1,-8,-8,12,2.5775
1,1,0.72,0,4,4,22,4.4328
1,1,0.72,0,6,6,10,2.3891
1,1,0.28,1,-4,-4,8,1.8587
1,1,0.72,0,2,2,14,3.0181
1,1,0.72,0,7,7,9,2.1593
1,1,0.28,1,-3,-4,13,2.7782
1,1,0.72,0,6,6,18,3.7886
1,1,0.28,1,-5,-5,11,2.5545
1,1,0.28,1,-5,-6,9,1.9949
1,1,0.72,0,8,8,10,2.1771
1,2,0.28,1,-4,-4,8,1.9366
1,2,0.72,0,4,4,12,2.7611
1,2,0.72,0,5,5,13,2.9938
1,2,0.72,0,5,5,9,2.1215
1,2,0.72,0,4,4,8,1.9005
1,2,0.28,1,-5,-5,7,1.7796
1,2,0.28,1,-5,-5,9,2.1352
1,2,0.28,0,-1,-3,13,2.8505
1,2,0.72,0,5,5,9,2.1667
1,2,0.28,1,-6,-6,12,2.689
1,2,0.72,0,6,6,8,1.9294
1,2,0.28,1,-4,-4,16,3.666
1,2,0.72,0,7,7,9,2.0475
1,2,0.72,0,7,7,9,2.133
1,2,0.28,1,-8,-8,8,1.9206
1,2,0.28,1,-5,-5,7,1.7346
1,2,0.72,0,4,4,14,3.1867
1,2,0.72,1,1,3,21,4.604
1,2,0.28,1,-4,-4,8,1.8899
1,2,0.28,1,-10,-10,10,2.3591
1,2,0.72,0,5,5,11,2.5829
1,2,0.72,0,6,6,10,2.3765
1,2,0.28,1,-6,-6,8,1.9289
1,2,0.28,1,-5,-6,13,2.9538
1,2,0.72,0,4,4,10,2.186
1,2,0.72,0,4,4,8,1.9724
1,2,0.28,1,-4,-4,8,1.8076
1,2,0.72,0,6,6,14,2.9095
1,2,0.72,0,5,5,7,1.7034
1,2,0.72,0,3,4,9,2.0255
1,2,0.72,0,5,5,11,2.3691
1,2,0.28,1,-4,-4,6,1.5106
1,2,0.72,0,3,3,9,1.957
1,2,0.72,0,4,4,8,1.805
1,2,0.72,0,4,4,8,1.8999
1,2,0.72,0,3,3,9,1.9863
1,2,0.28,1,-4,-4,6,1.4479
1,2,0.72,1,0,3,16,3.6253
1,2,0.72,0,4,4,6,1.4367
1,2,0.28,0,3,3,9,2.1624
1,2,0.28,1,-4,-4,10,2.1824
1,2,0.72,0,4,4,8,1.92
1,2,0.72,0,4,4,6,1.4081
1,2,0.28,1,-4,-4,6,1.384
1,2,0.72,0,5,5,5,1.3254
1,2,0.72,0,5,5,5,1.2182
1,2,0.28,1,-4,-4,6,1.4454
1,2,0.72,0,4,4,4,1.1427
1,2,0.72,0,4,4,14,2.9682
2,1,0.5,0,0,2,4,1.086
