trial,condition,coherence,time,evidence,action,rt
1,1,0.28,1,-1,0,5
1,1,0.28,2,-2,0,5
1,1,0.28,3,-1,0,5
1,1,0.28,4,-0,0,5
1,1,0.28,5,1,1,5
2,1,0.72,1,1,0,4
2,1,0.72,2,2,0,4
2,1,0.72,3,3,0,4
2,1,0.72,4,4,1,4
3,1,0.28,1,-1,0,4
3,1,0.28,2,-0,0,4
3,1,0.28,3,1,0,4
3,1,0.28,4,2,1,4
4,1,0.72,1,1,0,6
4,1,0.72,2,0,0,6
4,1,0.72,3,-1,0,6
4,1,0.72,4,0,0,6
4,1,0.72,5,1,0,6
4,1,0.72,6,2,1,6
5,1,0.28,1,-1,0,8
5,1,0.28,2,-0,0,8
5,1,0.28,3,1,0,8
5,1,0.28,4,-0,0,8
5,1,0.28,5,-1,0,8
5,1,0.28,6,-0,0,8
5,1,0.28,7,1,0,8
5,1,0.28,8,2,1,8
6,1,0.72,1,-1,0,4
6,1,0.72,2,0,0,4
6,1,0.72,3,1,0,4
6,1,0.72,4,2,1,4
7,1,0.72,1,1,0,3
7,1,0.72,2,2,0,3
7,1,0.72,3,3,1,3
8,1,0.28,1,1,0,6
8,1,0.28,2,-0,0,6
8,1,0.28,3,-1,0,6
8,1,0.28,4,-0,0,6
8,1,0.28,5,1,0,6
8,1,0.28,6,2,1,6
9,1,0.72,1,1,0,9
9,1,0.72,2,0,0,9
9,1,0.72,3,-1,0,9
9,1,0.72,4,0,0,9
9,1,0.72,5,-1,0,9
9,1,0.72,6,-2,0,9
9,1,0.72,7,-1,0,9
9,1,0.72,8,0,0,9
9,1,0.72,9,1,1,9
10,1,0.28,1,-1,0,10
10,1,0.28,2,-0,0,10
10,1,0.28,3,-1,0,10
10,1,0.28,4,-0,0,10
10,1,0.28,5,-1,0,10
10,1,0.28,6,-0,0,10
10,1,0.28,7,1,0,10
10,1,0.28,8,-0,0,10
10,1,0.28,9,1,0,10
10,1,0.28,10,2,1,10
11,1,0.72,1,-1,0,10
11,1,0.72,2,-2,0,10
