condition,block,coherence,decision,evidence,high_evidence,time,rt
1,1,0.72,0,1,1,3,0.86401
1,1,0.72,0,2,2,2,0.66576
1,1,0.72,0,3,3,3,0.89208
1,1,0.72,0,2,2,6,1.4558
1,1,0.28,1,0,2,4,1.0914
1,1,0.28,1,-1,-1,3,0.82324
1,1,0.72,0,1,1,3,0.84078
1,1,0.72,0,3,3,3,0.89329
1,1,0.72,0,3,3,3,0.93253
1,1,0.72,0,1,2,3,0.92893
1,1,0.28,1,-2,-2,2,0.70287
1,1,0.72,0,2,2,2,0.69586
1,1,0.28,1,-2,-2,2,0.6764
1,1,0.28,1,-1,-1,3,0.81171
1,1,0.28,0,0,1,2,0.68005
1,1,0.28,1,-1,-1,3,0.90959
1,1,0.28,1,-2,-2,2,0.67911
1,1,0.72,0,2,2,2,0.64742
1,1,0.72,0,2,2,2,0.61254
1,1,0.72,1,-1,-1,1,0.4963
1,1,0.72,1,-2,-2,2,0.67441
1,1,0.28,1,-3,-3,3,0.85731
1,1,0.28,0,3,3,5,1.3253
1,1,0.72,1,-2,-2,2,0.68336
1,1,0.28,1,-3,-3,3,0.825
1,1,0.28,0,-1,-1,5,1.3142
1,1,0.28,1,-3,-3,3,0.8737
1,1,0.28,0,-2,-2,4,1.133
1,1,0.72,0,3,3,3,0.9076
1,1,0.72,0,3,3,3,0.86952
1,1,0.72,0,2,2,2,0.72693
1,1,0.28,1,-2,-2,4,1.0534
1,1,0.28,1,-2,-3,4,1.049
1,1,0.72,1,-1,-1,3,0.85136
1,1,0.28,0,-1,-1,3,0.85813
1,1,0.28,1,-1,-1,5,1.3003
1,1,0.72,0,3,3,3,0.78327
1,1,0.72,1,-1,-1,3,0.83399
1,1,0.72,0,1,2,3,0.79339
1,1,0.28,0,1,1,3,0.80869
1,1,0.28,1,-2,-2,4,1.0127
1,1,0.72,0,4,4,4,1.0004
1,1,0.72,0,4,4,4,1.1359
1,1,0.72,1,-2,-2,2,0.66552
1,1,0.72,0,2,2,2,0.67362
1,1,0.28,1,-3,-3,3,0.83676
1,1,0.72,0,2,2,4,1.0289
1,1,0.28,1,-2,-2,4,1.0967
1,1,0.72,1,-2,-2,4,1.0667
1,1,0.28,1,-1,-2,3,0.92976
1,2,0.72,0,1,1,5,1.2462
1,2,0.72,1,-1,-1,5,1.3164
1,2,0.72,0,3,3,3,0.83364
1,2,0.72,0,3,3,5,1.35
1,2,0.28,1,-3,-3,3,0.89141
1,2,0.28,1,-2,-2,4,1.1036
1,2,0.72,0,2,2,4,1.1047
1,2,0.28,1,-2,-2,4,1.0669
1,2,0.28,1,-2,-2,2,0.70866
1,2,0.72,0,3,3,3,0.90281
1,2,0.72,1,-1,-1,3,0.9204
1,2,0.28,1,-2,-2,2,0.6863
1,2,0.72,0,3,3,3,0.85954
1,2,0.72,0,2,2,2,0.70831
1,2,0.72,0,1,1,7,1.7296
1,2,0.72,0,3,3,3,0.89494
1,2,0.72,0,2,2,4,1.1227
1,2,0.72,0,4,4,4,1.1206
1,2,0.72,0,3,3,7,1.7189
1,2,0.28,1,-1,-1,3,0.9299
1,2,0.72,0,2,2,4,1.0486
1,2,0.28,0,3,3,3,0.83047
1,2,0.72,0,4,4,4,1.078
1,2,0.28,0,-1,-1,3,0.78102
1,2,0.72,0,3,3,5,1.2465
1,2,0.72,0,3,3,3,0.82838
1,2,0.28,1,-2,-2,4,1.0949
1,2,0.72,0,1,1,3,0.83461
1,2,0.72,1,-1,-1,3,0.86655
1,2,0.28,1,0,1,4,1.0106
1,2,0.72,0,2,2,2,0.70237
1,2,0.72,0,3,3,7,1.6368
1,2,0.28,1,-2,-2,2,0.62355
1,2,0.72,0,2,2,2,0.67313
1,2,0.72,0,2,2,2,0.6463
1,2,0.72,0,1,1,1,0.41081
1,2,0.28,1,0,1,2,0.70923
1,2,0.72,1,-1,-1,3,0.85895
1,2,0.72,0,2,2,4,1.1049
1,2,0.28,0,2,2,4,1.0571
1,2,0.28,1,-1,-1,3,0.88389
1,2,0.28,1,-2,-2,2,0.59571
1,2,0.28,1,-2,-2,2,0.59741
1,2,0.28,1,-1,-1,1,0.47469
1,2,0.72,1,-1,-1,1,0.5029
1,2,0.72,0,2,2,2,0.65242
1,2,0.28,0,-1,-1,3,0.84438
1,2,0.72,0,2,2,2,0.69171
1,2,0.28,0,0,1,2,0.66788
1,2,0.28,0,1,1,3,0.88542
1,2,0.72,0,2,2,4,1.0352
1,2,0.72,0,2,2,2,0.71755
1,2,0.72,0,2,2,2,0.61442
2,1,0.5,0,1,1,1,0.46282
2,1,0.5,0,1,1,1,0.4241
2,1,0.5,0,1,1,1,0.51058
2,1,0.5,0,-1,-1,1,0.44917
2,1,0.5,0,1,1,1,0.47953
2,1,0.5,0,-1,-1,1,0.41297
2,1,0.5,0,0,1,2,0.71746
2,1,0.5,0,-1,-1,1,0.47321
2,1,0.5,0,-1,-1,1,0.45671
2,1,0.5,0,-1,-1,1,0.50682
2,1,0.5,0,-1,-1,1,0.41269
2,1,0.5,0,-1,-1,1,0.49624
2,1,0.5,0,1,1,1,0.47318
2,1,0.5,0,-1,-1,1,0.40099
2,1,0.5,0,-1,-1,1,0.51919
2,1,0.5,0,1,1,1,0.47931
2,1,0.5,0,1,1,1,0.50702
2,1,0.5,0,-1,-1,1,0.47881
