trial,condition,coherence,time,evidence,action,rt
1,1,0.28,1,1,0,2
1,1,0.28,2,2,1,2
2,1,0.72,1,1,0,5
2,1,0.72,2,0,0,5
2,1,0.72,3,1,0,5
2,1,0.72,4,0,0,5
2,1,0.72,5,1,1,5
3,1,0.28,1,1,0,5
3,1,0.28,2,0,0,5
3,1,0.28,3,1,0,5
3,1,0.28,4,0,0,5
3,1,0.28,5,1,1,5
4,1,0.28,1,1,0,2
4,1,0.28,2,2,1,2
5,1,0.72,1,1,0,3
5,1,0.72,2,2,0,3
5,1,0.72,3,1,1,3
6,1,0.72,1,1,0,4
6,1,0.72,2,2,0,4
6,1,0.72,3,3,0,4
6,1,0.72,4,4,1,4
7,1,0.72,1,1,0,6
7,1,0.72,2,2,0,6
7,1,0.72,3,3,0,6
7,1,0.72,4,2,0,6
7,1,0.72,5,3,0,6
7,1,0.72,6,4,1,6
8,1,0.72,1,1,0,4
8,1,0.72,2,2,0,4
8,1,0.72,3,3,0,4
8,1,0.72,4,4,1,4
9,1,0.28,1,-1,0,3
9,1,0.28,2,-0,0,3
9,1,0.28,3,1,1,3
10,1,0.72,1,1,0,4
10,1,0.72,2,-0,0,4
10,1,0.72,3,1,0,4
10,1,0.72,4,2,1,4
11,1,0.28,1,1,0,2
11,1,0.28,2,2,1,2
12,1,0.28,1,1,0,2
12,1,0.28,2,2,1,2
13,1,0.28,1,1,0,2
13,1,0.28,2,2,1,2
14,1,0.28,1,1,0,2
14,1,0.28,2,2,1,2
15,1,0.72,1,1,0,3
15,1,0.72,2,2,0,3
15,1,0.72,3,1,1,3
16,1,0.28,1,1,0,2
16,1,0.28,2,2,1,2
17,1,0.72,1,-1,0,5
17,1,0.72,2,-2,0,5
17,1,0.72,3,-1,0,5
17,1,0.72,4,-2,0,5
17,1,0.72,5,-3,1,5
18,1,0.72,1,-1,0,3
18,1,0.72,2,-0,0,3
18,1,0.72,3,1,1,3
19,1,0.72,1,-1,0,4
19,1,0.72,2,0,0,4
19,1,0.72,3,1,0,4
19,1,0.72,4,2,1,4
20,1,0.28,1,1,0,3
20,1,0.28,2,0,0,3
20,1,0.28,3,1,1,3
21,1,0.28,1,1,0,2
21,1,0.28,2,2,1,2
22,1,0.72,1,1,0,2
22,1,0.72,2,2,1,2
23,1,0.28,1,1,0,3
23,1,0.28,2,2,0,3
23,1,0.28,3,3,1,3
24,1,0.72,1,1,0,2
24,1,0.72,2,2,1,2
25,1,0.72,1,1,0,3
25,1,0.72,2,2,0,3
25,1,0.72,3,1,1,3
26,1,0.72,1,1,0,3
26,1,0.72,2,-0,0,3
26,1,0.72,3,1,1,3
