condition,coherence,time,invtime,stimulus,decision
1,0.28,1,12,0,0
1,0.28,2,11,1,0
1,0.28,3,10,0,0
1,0.28,4,9,1,0
1,0.28,5,8,0,0
1,0.28,6,7,0,0
1,0.28,7,6,1,0
1,0.28,8,5,0,0
1,0.28,9,4,0,0
1,0.28,10,3,0,0
1,0.28,11,2,1,0
1,0.28,12,1,0,0
1,0.72,1,9,1,1
1,0.72,2,8,0,1
1,0.72,3,7,1,1
1,0.72,4,6,1,1
1,0.72,5,5,1,1
1,0.72,6,4,1,1
1,0.72,7,3,1,1
1,0.72,8,2,0,1
1,0.72,9,1,1,1
1,0.28,1,23,1,0
1,0.28,2,22,0,0
1,0.28,3,21,0,0
1,0.28,4,20,1,0
1,0.28,5,19,0,0
1,0.28,6,18,0,0
1,0.28,7,17,1,0
1,0.28,8,16,1,0
1,0.28,9,15,1,0
1,0.28,10,14,0,0
1,0.28,11,13,1,0
1,0.28,12,12,0,0
1,0.28,13,11,0,0
1,0.28,14,10,1,0
1,0.28,15,9,0,0
1,0.28,16,8,1,0
1,0.28,17,7,1,0
1,0.28,18,6,0,0
1,0.28,19,5,0,0
1,0.28,20,4,0,0
1,0.28,21,3,0,0
1,0.28,22,2,0,0
1,0.28,23,1,1,0
1,0.28,1,10,0,0
1,0.28,2,9,0,0
1,0.28,3,8,0,0
1,0.28,4,7,0,0
1,0.28,5,6,0,0
1,0.28,6,5,0,0
1,0.28,7,4,0,0
1,0.28,8,3,0,0
1,0.28,9,2,0,0
1,0.28,10,1,0,0
1,0.28,1,7,0,0
1,0.28,2,6,0,0
1,0.28,3,5,0,0
1,0.28,4,4,0,0
1,0.28,5,3,0,0
1,0.28,6,2,0,0
1,0.28,7,1,0,0
1,0.72,1,12,1,1
1,0.72,2,11,1,1
1,0.72,3,10,1,1
1,0.72,4,9,0,1
1,0.72,5,8,0,1
1,0.72,6,7,1,1
1,0.72,7,6,0,1
1,0.72,8,5,1,1
1,0.72,9,4,1,1
1,0.72,10,3,1,1
1,0.72,11,2,1,1
1,0.72,12,1,1,1
1,0.28,1,12,0,0
1,0.28,2,11,0,0
1,0.28,3,10,0,0
1,0.28,4,9,0,0
1,0.28,5,8,0,0
1,0.28,6,7,1,0
1,0.28,7,6,0,0
1,0.28,8,5,0,0
1,0.28,9,4,1,0
1,0.28,10,3,1,0
1,0.28,11,2,1,0
1,0.28,12,1,1,0
1,0.28,1,14,0,0
1,0.28,2,13,0,0
1,0.28,3,12,0,0
1,0.28,4,11,0,0
1,0.28,5,10,0,0
1,0.28,6,9,0,0
1,0.28,7,8,1,0
1,0.28,8,7,0,0
1,0.28,9,6,0,0
1,0.28,10,5,0,0
1,0.28,11,4,1,0
1,0.28,12,3,0,0
1,0.28,13,2,0,0
1,0.28,14,1,0,0
1,0.72,1,12,1,1
1,0.72,2,11,1,1
1,0.72,3,10,1,1
1,0.72,4,9,1,1
1,0.72,5,8,1,1
1,0.72,6,7,1,1
1,0.72,7,6,1,1
1,0.72,8,5,1,1
1,0.72,9,4,1,1
1,0.72,10,3,1,1
1,0.72,11,2,1,1
1,0.72,12,1,1,1
1,0.28,1,13,0,0
1,0.28,2,12,0,0
1,0.28,3,11,0,0
1,0.28,4,10,0,0
1,0.28,5,9,0,0
1,0.28,6,8,0,0
1,0.28,7,7,0,0
1,0.28,8,6,1,0
1,0.28,9,5,0,0
1,0.28,10,4,1,0
1,0.28,11,3,1,0
1,0.28,12,2,1,0
1,0.28,13,1,1,0
1,0.72,1,22,1,1
1,0.72,2,21,0,1
1,0.72,3,20,1,1
1,0.72,4,19,1,1
1,0.72,5,18,0,1
1,0.72,6,17,0,1
1,0.72,7,16,1,1
1,0.72,8,15,0,1
1,0.72,9,14,1,1
1,0.72,10,13,1,1
1,0.72,11,12,0,1
1,0.72,12,11,1,1
1,0.72,13,10,1,1
1,0.72,14,9,1,1
1,0.72,15,8,1,1
1,0.72,16,7,0,1
1,0.72,17,6,1,1
1,0.72,18,5,1,1
1,0.72,19,4,1,1
1,0.72,20,3,1,1
1,0.72,21,2,1,1
1,0.72,22,1,0,1
1,0.28,1,16,1,0
1,0.28,2,15,0,0
1,0.28,3,14,0,0
1,0.28,4,13,0,0
1,0.28,5,12,0,0
1,0.28,6,11,0,0
1,0.28,7,10,1,0
1,0.28,8,9,0,0
1,0.28,9,8,0,0
1,0.28,10,7,1,0
1,0.28,11,6,0,0
1,0.28,12,5,1,0
1,0.28,13,4,1,0
1,0.28,14,3,0,0
1,0.28,15,2,0,0
1,0.28,16,1,0,0
1,0.72,1,16,0,1
1,0.72,2,15,1,1
1,0.72,3,14,1,1
1,0.72,4,13,1,1
1,0.72,5,12,1,1
1,0.72,6,11,1,1
1,0.72,7,10,0,1
1,0.72,8,9,1,1
1,0.72,9,8,0,1
1,0.72,10,7,0,1
1,0.72,11,6,1,1
1,0.72,12,5,1,1
1,0.72,13,4,0,1
1,0.72,14,3,1,1
1,0.72,15,2,0,1
1,0.72,16,1,0,1
1,0.28,1,15,1,0
1,0.28,2,14,0,0
1,0.28,3,13,0,0
1,0.28,4,12,0,0
1,0.28,5,11,0,0
1,0.28,6,10,0,0
1,0.28,7,9,0,0
1,0.28,8,8,0,0
1,0.28,9,7,0,0
1,0.28,10,6,0,0
1,0.28,11,5,1,0
1,0.28,12,4,0,0
1,0.28,13,3,1,0
1,0.28,14,2,1,0
1,0.28,15,1,0,0
1,0.28,1,13,0,0
1,0.28,2,12,0,0
1,0.28,3,11,0,0
1,0.28,4,10,1,0
1,0.28,5,9,0,0
1,0.28,6,8,0,0
1,0.28,7,7,0,0
1,0.28,8,6,0,0
1,0.28,9,5,0,0
1,0.28,10,4,0,0
1,0.28,11,3,0,0
1,0.28,12,2,0,0
1,0.28,13,1,0,0
1,0.72,1,10,1,1
1,0.72,2,9,0,1
1,0.72,3,8,1,1
1,0.72,4,7,1,1
1,0.72,5,6,1,1
1,0.72,6,5,0,1
1,0.72,7,4,1,1
1,0.72,8,3,1,1
1,0.72,9,2,1,1
1,0.72,10,1,1,1
1,0.72,1,9,1,1
1,0.72,2,8,1,1
1,0.72,3,7,0,1
1,0.72,4,6,1,1
1,0.72,5,5,0,1
1,0.72,6,4,0,1
1,0.72,7,3,1,1
1,0.72,8,2,1,1
1,0.72,9,1,1,1
1,0.72,1,9,1,1
1,0.72,2,8,1,1
1,0.72,3,7,0,1
1,0.72,4,6,1,1
1,0.72,5,5,1,1
1,0.72,6,4,1,1
1,0.72,7,3,1,1
1,0.72,8,2,1,1
1,0.72,9,1,1,1
1,0.72,1,12,0,1
1,0.72,2,11,1,1
1,0.72,3,10,1,1
1,0.72,4,9,0,1
1,0.72,5,8,0,1
1,0.72,6,7,1,1
1,0.72,7,6,1,1
1,0.72,8,5,1,1
1,0.72,9,4,1,1
1,0.72,10,3,0,1
1,0.72,11,2,1,1
1,0.72,12,1,1,1
1,0.72,1,14,1,1
1,0.72,2,13,1,1
1,0.72,3,12,0,1
1,0.72,4,11,0,1
1,0.72,5,10,1,1
1,0.72,6,9,0,1
1,0.72,7,8,1,1
1,0.72,8,7,0,1
1,0.72,9,6,0,1
1,0.72,10,5,1,1
1,0.72,11,4,1,1
1,0.72,12,3,0,1
1,0.72,13,2,1,1
1,0.72,14,1,1,1
1,0.28,1,14,0,0
1,0.28,2,13,0,0
1,0.28,3,12,1,0
1,0.28,4,11,0,0
1,0.28,5,10,0,0
1,0.28,6,9,0,0
1,0.28,7,8,0,0
1,0.28,8,7,1,0
1,0.28,9,6,0,0
1,0.28,10,5,1,0
1,0.28,11,4,1,0
1,0.28,12,3,0,0
1,0.28,13,2,1,0
1,0.28,14,1,0,0
1,0.72,1,11,1,1
1,0.72,2,10,1,1
1,0.72,3,9,0,1
1,0.72,4,8,0,1
1,0.72,5,7,1,1
1,0.72,6,6,1,1
1,0.72,7,5,1,1
1,0.72,8,4,1,1
1,0.72,9,3,1,1
1,0.72,10,2,1,1
1,0.72,11,1,0,1
1,0.72,1,15,0,1
1,0.72,2,14,0,1
1,0.72,3,13,1,1
1,0.72,4,12,1,1
1,0.72,5,11,1,1
1,0.72,6,10,0,1
1,0.72,7,9,1,1
1,0.72,8,8,1,1
1,0.72,9,7,0,1
1,0.72,10,6,1,1
1,0.72,11,5,1,1
1,0.72,12,4,1,1
1,0.72,13,3,1,1
1,0.72,14,2,1,1
1,0.72,15,1,0,1
1,0.72,1,9,0,1
1,0.72,2,8,1,1
1,0.72,3,7,1,1
1,0.72,4,6,1,1
1,0.72,5,5,1,1
1,0.72,6,4,1,1
1,0.72,7,3,0,1
1,0.72,8,2,0,1
1,0.72,9,1,1,1
1,0.72,1,10,1,1
1,0.72,2,9,1,1
1,0.72,3,8,0,1
1,0.72,4,7,0,1
1,0.72,5,6,1,1
1,0.72,6,5,1,1
1,0.72,7,4,1,1
1,0.72,8,3,1,1
1,0.72,9,2,0,1
