trial,condition,coherence,time,evidence,action,rt
1,1,0.72,1,1,1,1
2,1,0.72,1,1,1,1
3,1,0.72,1,1,1,1
4,1,0.28,1,1,0,3
4,1,0.28,2,2,0,3
4,1,0.28,3,1,1,3
5,1,0.28,1,1,0,2
5,1,0.28,2,2,1,2
6,1,0.28,1,1,0,2
6,1,0.28,2,2,1,2
7,1,0.72,1,-1,0,3
7,1,0.72,2,0,0,3
7,1,0.72,3,1,1,3
8,1,0.72,1,-1,0,2
8,1,0.72,2,0,1,2
9,1,0.28,1,1,0,2
9,1,0.28,2,2,1,2
10,1,0.72,1,1,1,1
11,1,0.72,1,1,0,3
11,1,0.72,2,2,0,3
11,1,0.72,3,3,1,3
12,1,0.72,1,1,1,1
13,1,0.28,1,-1,0,2
13,1,0.28,2,0,1,2
14,1,0.72,1,1,0,3
14,1,0.72,2,2,0,3
14,1,0.72,3,3,1,3
15,1,0.28,1,1,0,2
15,1,0.28,2,2,1,2
16,1,0.72,1,1,1,1
17,1,0.72,1,1,1,1
18,1,0.72,1,1,1,1
19,1,0.28,1,1,0,2
19,1,0.28,2,2,1,2
20,1,0.72,1,1,1,1
21,1,0.28,1,1,0,2
21,1,0.28,2,0,1,2
22,1,0.28,1,1,0,4
22,1,0.28,2,0,0,4
22,1,0.28,3,-1,0,4
22,1,0.28,4,0,1,4
23,1,0.28,1,1,0,2
23,1,0.28,2,2,1,2
24,1,0.28,1,-1,0,3
24,1,0.28,2,-0,0,3
24,1,0.28,3,1,1,3
25,1,0.28,1,1,0,2
25,1,0.28,2,2,1,2
26,1,0.72,1,1,0,2
26,1,0.72,2,-0,1,2
27,1,0.72,1,1,0,2
27,1,0.72,2,2,1,2
28,1,0.72,1,-1,0,4
28,1,0.72,2,0,0,4
28,1,0.72,3,-1,0,4
28,1,0.72,4,0,1,4
29,1,0.28,1,1,0,3
29,1,0.28,2,2,0,3
29,1,0.28,3,3,1,3
30,1,0.28,1,1,0,4
30,1,0.28,2,-0,0,4
30,1,0.28,3,1,0,4
30,1,0.28,4,2,1,4
31,1,0.72,1,-1,0,3
31,1,0.72,2,-0,0,3
31,1,0.72,3,-1,1,3
32,1,0.28,1,1,0,3
32,1,0.28,2,2,0,3
32,1,0.28,3,1,1,3
33,1,0.72,1,1,0,7
33,1,0.72,2,2,0,7
33,1,0.72,3,1,0,7
33,1,0.72,4,2,0,7
33,1,0.72,5,3,0,7
33,1,0.72,6,2,0,7
33,1,0.72,7,3,1,7
34,1,0.28,1,1,0,4
34,1,0.28,2,2,0,4
34,1,0.28,3,3,0,4
34,1,0.28,4,4,1,4
35,1,0.72,1,-1,0,5
35,1,0.72,2,0,0,5
35,1,0.72,3,1,0,5
35,1,0.72,4,2,0,5
35,1,0.72,5,3,1,5
36,1,0.28,1,1,0,6
36,1,0.28,2,0,0,6
36,1,0.28,3,1,0,6
36,1,0.28,4,0,0,6
36,1,0.28,5,-1,0,6
36,1,0.28,6,0,1,6
37,1,0.28,1,1,0,2
37,1,0.28,2,2,1,2
38,1,0.72,1,1,0,2
38,1,0.72,2,-0,1,2
