trial,condition,coherence,time,evidence,action,rt
1,1,0.72,1,1,0,3
1,1,0.72,2,2,0,3
1,1,0.72,3,3,1,3
2,1,0.28,1,-1,0,11
2,1,0.28,2,-2,0,11
2,1,0.28,3,-1,0,11
2,1,0.28,4,-2,0,11
2,1,0.28,5,-1,0,11
2,1,0.28,6,-0,0,11
2,1,0.28,7,1,0,11
2,1,0.28,8,2,0,11
2,1,0.28,9,3,0,11
2,1,0.28,10,4,0,11
2,1,0.28,11,5,1,11
3,1,0.28,1,-1,0,5
3,1,0.28,2,-0,0,5
3,1,0.28,3,1,0,5
3,1,0.28,4,2,0,5
3,1,0.28,5,3,1,5
4,1,0.72,1,1,0,6
4,1,0.72,2,0,0,6
4,1,0.72,3,1,0,6
4,1,0.72,4,2,0,6
4,1,0.72,5,3,0,6
4,1,0.72,6,4,1,6
5,1,0.28,1,1,0,20
5,1,0.28,2,-0,0,20
5,1,0.28,3,1,0,20
5,1,0.28,4,-0,0,20
5,1,0.28,5,1,0,20
5,1,0.28,6,2,0,20
5,1,0.28,7,1,0,20
5,1,0.28,8,2,0,20
5,1,0.28,9,3,0,20
5,1,0.28,10,4,0,20
5,1,0.28,11,3,0,20
5,1,0.28,12,4,0,20
5,1,0.28,13,3,0,20
5,1,0.28,14,4,0,20
5,1,0.28,15,5,0,20
5,1,0.28,16,4,0,20
5,1,0.28,17,5,0,20
5,1,0.28,18,6,0,20
5,1,0.28,19,7,0,20
5,1,0.28,20,8,1,20
6,1,0.28,1,1,0,9
6,1,0.28,2,2,0,9
6,1,0.28,3,3,0,9
6,1,0.28,4,4,0,9
6,1,0.28,5,5,0,9
6,1,0.28,6,4,0,9
6,1,0.28,7,5,0,9
6,1,0.28,8,6,0,9
6,1,0.28,9,7,1,9
7,1,0.72,1,1,0,16
7,1,0.72,2,0,0,16
7,1,0.72,3,-1,0,16
7,1,0.72,4,0,0,16
7,1,0.72,5,-1,0,16
7,1,0.72,6,-2,0,16
7,1,0.72,7,-1,0,16
7,1,0.72,8,0,0,16
7,1,0.72,9,-1,0,16
7,1,0.72,10,-2,0,16
7,1,0.72,11,-3,0,16
7,1,0.72,12,-4,0,16
7,1,0.72,13,-3,0,16
7,1,0.72,14,-2,0,16
7,1,0.72,15,-1,0,16
7,1,0.72,16,0,1,16
8,1,0.28,1,1,0,7
8,1,0.28,2,-0,0,7
8,1,0.28,3,1,0,7
8,1,0.28,4,2,0,7
8,1,0.28,5,3,0,7
8,1,0.28,6,4,0,7
8,1,0.28,7,5,1,7
9,1,0.28,1,-1,0,18
9,1,0.28,2,-2,0,18
9,1,0.28,3,-3,0,18
9,1,0.28,4,-2,0,18
9,1,0.28,5,-1,0,18
9,1,0.28,6,-0,0,18
9,1,0.28,7,-1,0,18
9,1,0.28,8,-2,0,18
9,1,0.28,9,-3,0,18
9,1,0.28,10,-2,0,18
9,1,0.28,11,-1,0,18
9,1,0.28,12,-0,0,18
9,1,0.28,13,1,0,18
9,1,0.28,14,2,0,18
9,1,0.28,15,3,0,18
9,1,0.28,16,4,0,18
9,1,0.28,17,5,0,18
9,1,0.28,18,6,1,18
10,1,0.28,1,1,0,5
10,1,0.28,2,2,0,5
10,1,0.28,3,3,0,5
10,1,0.28,4,4,0,5
10,1,0.28,5,5,1,5
11,1,0.72,1,-1,0,20
11,1,0.72,2,0,0,20
11,1,0.72,3,1,0,20
11,1,0.72,4,0,0,20
11,1,0.72,5,-1,0,20
11,1,0.72,6,0,0,20
11,1,0.72,7,-1,0,20
11,1,0.72,8,0,0,20
11,1,0.72,9,1,0,20
11,1,0.72,10,0,0,20
11,1,0.72,11,-1,0,20
11,1,0.72,12,0,0,20
11,1,0.72,13,1,0,20
11,1,0.72,14,2,0,20
