condition,coherence,time,invtime,stimulus,decision
1,0.72,1,15,0,0
1,0.72,2,14,0,0
1,0.72,3,13,1,0
1,0.72,4,12,0,0
1,0.72,5,11,0,0
1,0.72,6,10,1,0
1,0.72,7,9,1,0
1,0.72,8,8,1,0
1,0.72,9,7,1,0
1,0.72,10,6,1,0
1,0.72,11,5,0,0
1,0.72,12,4,0,0
1,0.72,13,3,0,0
1,0.72,14,2,0,0
1,0.72,15,1,0,0
1,0.28,1,23,1,0
1,0.28,2,22,0,0
1,0.28,3,21,1,0
1,0.28,4,20,0,0
1,0.28,5,19,1,0
1,0.28,6,18,0,0
1,0.28,7,17,0,0
1,0.28,8,16,0,0
1,0.28,9,15,1,0
1,0.28,10,14,0,0
1,0.28,11,13,0,0
1,0.28,12,12,0,0
1,0.28,13,11,0,0
1,0.28,14,10,0,0
1,0.28,15,9,1,0
1,0.28,16,8,0,0
1,0.28,17,7,0,0
1,0.28,18,6,0,0
1,0.28,19,5,1,0
1,0.28,20,4,0,0
1,0.28,21,3,0,0
1,0.28,22,2,0,0
1,0.28,23,1,0,0
1,0.28,1,29,0,0
1,0.28,2,28,1,0
1,0.28,3,27,0,0
1,0.28,4,26,1,0
1,0.28,5,25,0,0
1,0.28,6,24,1,0
1,0.28,7,23,1,0
1,0.28,8,22,0,0
1,0.28,9,21,1,0
1,0.28,10,20,0,0
1,0.28,11,19,0,0
1,0.28,12,18,0,0
1,0.28,13,17,0,0
1,0.28,14,16,1,0
1,0.28,15,15,0,0
1,0.28,16,14,0,0
1,0.28,17,13,1,0
1,0.28,18,12,0,0
1,0.28,19,11,0,0
1,0.28,20,10,0,0
1,0.28,21,9,0,0
1,0.28,22,8,0,0
1,0.28,23,7,0,0
1,0.28,24,6,0,0
1,0.28,25,5,0,0
1,0.28,26,4,0,0
1,0.28,27,3,0,0
1,0.28,28,2,0,0
1,0.28,29,1,0,0
1,0.72,1,7,1,1
1,0.72,2,6,1,1
1,0.72,3,5,1,1
1,0.72,4,4,1,1
1,0.72,5,3,1,1
1,0.72,6,2,1,1
1,0.72,7,1,0,1
1,0.28,1,11,0,0
1,0.28,2,10,0,0
1,0.28,3,9,1,0
1,0.28,4,8,0,0
