condition,block,coherence,decision,evidence,high_evidence,time,rt
easy,1,0.75,1,-1,-3,3,0.4235
easy,1,0.75,0,1,1,3,0.4172
easy,1,0.75,0,0,1,2,0.36523
easy,1,0.25,1,-1,-1,1,0.13381
easy,1,0.75,0,3,4,1,0.3267
easy,1,0.25,1,-6,-6,2,0.38133
easy,1,0.25,0,-5,-5,1,0.34493
easy,1,0.25,0,-1,-1,1,0.12677
easy,1,0.75,0,1,1,1,0.11766
easy,1,0.75,1,4,4,2,0.41646
easy,1,0.25,1,-3,-4,3,0.42016
easy,1,0.75,1,3,4,1,0.3438
easy,1,0.75,0,3,4,3,0.46533
easy,1,0.75,0,1,1,3,0.42001
easy,1,0.75,0,5,5,1,0.32802
easy,1,0.25,1,-4,-4,2,0.38167
easy,1,0.25,1,-3,-3,1,0.33531
easy,1,0.75,0,4,4,2,0.38679
easy,1,0.25,0,-3,-3,1,0.35701
easy,1,0.25,1,-6,-6,2,0.43129
easy,1,0.25,1,1,1,3,0.44445
easy,1,0.75,1,3,3,1,0.37029
easy,1,0.75,0,4,4,2,0.40837
easy,1,0.75,0,2,2,2,0.36643
easy,1,0.25,1,-6,-6,2,0.46015
easy,1,0.75,1,2,2,2,0.41604
easy,1,0.25,1,-1,-1,1,0.12483
easy,1,0.25,1,-1,-1,1,0.11581
easy,1,0.25,0,-1,-1,1,0.12165
easy,1,0.25,0,1,1,1,0.11265
easy,1,0.75,0,1,1,1,0.11362
easy,1,0.25,0,-1,-1,1,0.1146
easy,1,0.25,0,-1,-1,1,0.11558
easy,2,0.75,0,5,5,3,0.4319
easy,2,0.25,1,-3,-3,3,0.43124
easy,2,0.75,1,2,3,4,0.46377
easy,2,0.25,1,-2,-4,6,0.57763
easy,2,0.75,0,3,4,3,0.43693
easy,2,0.25,1,-7,-7,3,0.42944
easy,2,0.25,0,-1,-1,3,0.42315
easy,2,0.25,1,-1,-2,1,0.35239
easy,2,0.75,0,10,10,8,0.69636
easy,2,0.75,0,9,9,7,0.64468
easy,2,0.75,1,2,2,4,0.33047
easy,2,0.25,1,-2,-2,2,0.38413
easy,2,0.75,0,1,1,3,0.22156
easy,2,0.25,1,-2,-3,4,0.32346
easy,2,0.25,0,2,3,2,0.40153
easy,2,0.75,1,7,7,11,0.84787
easy,2,0.25,1,-6,-6,8,0.77309
easy,2,0.25,1,-5,-5,3,0.46562
easy,2,0.25,0,0,2,10,0.7875
easy,2,0.75,0,-3,-3,1,0.38115
easy,2,0.25,1,-4,-4,16,1.2625
easy,2,0.75,1,5,5,7,0.63298
easy,2,0.75,0,6,6,4,0.5368
easy,2,0.25,1,-5,-5,9,0.86773
easy,2,0.75,0,7,7,5,0.51811
easy,2,0.75,0,3,4,9,0.85344
easy,2,0.75,1,4,4,4,0.28529
easy,2,0.75,1,1,1,1,0.11628
easy,2,0.75,0,3,3,3,0.48734
easy,2,0.75,0,5,5,3,0.47769
easy,3,0.25,1,-2,-4,4,0.50375
easy,3,0.75,1,3,3,7,0.62644
easy,3,0.75,0,4,4,6,0.62814
easy,3,0.25,1,-3,-3,3,0.42185
easy,3,0.25,0,-4,-4,8,0.6714
easy,3,0.75,1,4,4,14,0.95904
easy,3,0.75,0,5,5,5,0.57506
easy,3,0.25,1,-2,-4,8,0.69122
easy,3,0.25,1,-4,-5,4,0.47937
easy,3,0.75,0,1,2,3,0.4465
easy,3,0.75,0,4,4,2,0.42022
easy,3,0.75,1,0,2,8,0.68856
easy,3,0.25,1,-6,-6,6,0.65468
easy,3,0.75,0,3,4,3,0.43399
easy,3,0.25,1,-7,-8,7,0.65794
easy,3,0.25,1,-5,-5,7,0.75755
easy,3,0.75,0,4,5,4,0.52574
easy,3,0.25,1,-3,-4,5,0.53176
easy,3,0.75,0,6,7,6,0.66349
easy,3,0.25,1,-2,-2,10,0.92109
easy,3,0.75,0,7,7,9,0.71946
easy,3,0.75,0,5,5,3,0.51885
easy,3,0.75,0,5,7,9,0.84637
easy,3,0.75,0,9,9,7,0.66031
easy,3,0.75,0,8,8,4,0.51287
easy,3,0.75,0,5,6,3,0.51226
easy,3,0.75,0,4,4,2,0.4316
easy,3,0.75,0,9,9,7,0.71216
easy,3,0.75,1,6,6,14,1.16
easy,3,0.25,1,-1,-3,9,0.84751
easy,4,0.25,1,-5,-6,3,0.42694
easy,4,0.25,1,-8,-8,4,0.4929
easy,4,0.25,1,-6,-6,2,0.39219
easy,4,0.25,0,-1,-1,3,0.42467
easy,4,0.25,1,-3,-3,3,0.44965
easy,4,0.25,1,-4,-5,2,0.41552
easy,4,0.75,0,6,6,4,0.51591
easy,4,0.25,0,3,3,3,0.4118
easy,4,0.75,1,1,2,5,0.57564
easy,4,0.25,1,-4,-4,2,0.42715
easy,4,0.75,1,2,2,2,0.37302
easy,4,0.75,0,2,4,2,0.44896
easy,4,0.75,0,7,7,3,0.45487
easy,4,0.25,1,-7,-7,3,0.4352
easy,4,0.25,1,-6,-6,6,0.66693
easy,4,0.75,0,5,5,3,0.4919
easy,4,0.25,1,-2,-3,2,0.4078
easy,4,0.25,1,-3,-4,3,0.47032
easy,4,0.25,1,0,3,2,0.44746
easy,4,0.75,0,10,10,8,0.678
easy,4,0.25,1,1,1,5,0.60529
easy,4,0.75,0,5,6,5,0.61918
easy,4,0.75,0,4,4,6,0.63967
easy,4,0.25,1,-4,-4,4,0.54346
easy,4,0.75,0,6,6,8,0.79315
easy,4,0.75,0,9,9,7,0.71274
easy,4,0.25,1,-5,-5,3,0.50432
easy,4,0.75,0,7,7,3,0.49027
easy,4,0.25,1,-5,-5,5,0.60857
easy,4,0.75,0,6,7,8,0.69373
easy,4,0.75,1,-1,-2,3,0.42621
diff,1,0.47,0,1,1,1,0.1193
diff,1,0.47,0,1,1,1,0.12027
diff,1,0.47,0,-1,-1,1,0.12126
diff,1,0.53,0,-1,-1,1,0.11223
diff,1,0.53,0,1,1,1,0.11321
diff,1,0.47,0,1,1,1,0.11418
diff,1,0.47,0,1,1,1,0.11517
diff,1,0.53,0,1,1,1,0.11613
diff,1,0.47,0,1,1,1,0.11708
diff,1,0.47,0,-1,-1,1,0.1181
diff,1,0.53,0,-1,-1,1,0.11908
diff,1,0.47,1,-5,-8,17,1.1376
diff,1,0.47,1,1,3,13,0.93402
diff,1,0.53,1,-1,-1,1,0.32978
diff,1,0.47,1,-1,-1,5,0.53581
diff,1,0.47,1,-3,-3,3,0.4195
diff,1,0.53,0,1,1,1,0.15282
diff,1,0.53,1,2,2,4,0.50722
diff,1,0.53,1,1,1,1,0.11236
diff,1,0.53,1,-1,-1,1,0.11332
diff,1,0.47,1,-1,-1,1,0.11428
diff,1,0.53,1,1,1,1,0.11528
diff,1,0.47,1,1,1,1,0.11626
diff,1,0.47,1,-1,-1,1,0.11722
diff,1,0.53,1,1,1,1,0.11036
diff,1,0.47,1,1,1,1,0.12135
diff,1,0.53,1,-1,-1,1,0.11236
diff,1,0.53,1,-1,-1,1,0.1133
diff,1,0.47,1,-1,-1,1,0.11429
diff,1,0.53,1,1,1,1,0.11524
diff,1,0.47,1,-1,-1,1,0.11627
diff,1,0.53,0,-1,-1,1,0.12307
diff,1,0.47,0,-1,-1,1,0.15703
diff,1,0.53,1,1,1,3,0.44517
diff,2,0.53,1,0,2,8,0.66963
diff,2,0.53,1,-6,-6,10,0.77586
diff,2,0.53,1,-4,-5,4,0.48302
diff,2,0.53,1,0,2,2,0.37765
diff,2,0.53,0,5,5,5,0.53365
diff,2,0.53,0,1,1,5,0.52868
diff,2,0.53,1,-4,-5,8,0.70268
diff,2,0.53,0,-2,-3,4,0.48081
diff,2,0.47,1,-1,-3,7,0.66475
diff,2,0.47,1,-3,-3,1,0.31496
diff,2,0.53,1,0,1,2,0.362
diff,2,0.53,1,0,5,16,1.1842
diff,2,0.47,0,1,1,1,0.10641
diff,2,0.47,0,1,1,1,0.11738
diff,2,0.53,0,-1,-1,1,0.11835
diff,2,0.53,1,1,1,1,0.12032
diff,2,0.47,1,1,1,1,0.12129
diff,2,0.47,1,-1,-1,1,0.11227
diff,2,0.47,1,-1,-1,1,0.11323
diff,2,0.47,1,-1,-1,1,0.11422
diff,2,0.47,1,1,1,1,0.11521
diff,2,0.53,1,1,1,1,0.11617
diff,2,0.53,0,0,2,4,0.26854
diff,2,0.47,0,-1,-1,1,0.11949
diff,2,0.53,0,1,1,1,0.12047
diff,2,0.47,0,-1,-1,1,0.12144
diff,2,0.47,1,1,1,1,0.10169
diff,2,0.47,1,-1,-1,1,0.11265
diff,2,0.47,1,-1,-1,1,0.11365
diff,2,0.47,1,1,1,1,0.11462
diff,2,0.53,0,1,1,1,0.10681
diff,2,0.53,0,-1,-1,1,0.1178
diff,2,0.53,0,-1,-1,1,0.11877
diff,3,0.47,0,-2,-3,2,0.3763
diff,3,0.47,0,1,1,1,0.12409
diff,3,0.47,0,-1,-1,1,0.11508
diff,3,0.53,0,-1,-1,1,0.11606
diff,3,0.47,0,1,1,1,0.11702
diff,3,0.53,1,1,1,1,0.1102
diff,3,0.53,1,1,1,1,0.12119
diff,3,0.47,0,-1,-1,1,0.11118
diff,3,0.47,1,-3,-4,5,0.577
diff,3,0.53,1,1,1,3,0.44513
diff,3,0.47,0,1,2,1,0.33872
diff,3,0.47,0,5,6,11,0.87068
diff,3,0.47,0,1,1,1,0.12358
diff,3,0.47,0,1,1,1,0.11458
diff,3,0.47,1,0,2,4,0.50618
diff,3,0.47,1,-1,-1,1,0.11712
diff,3,0.47,1,-1,-1,1,0.11813
diff,3,0.47,1,-1,-1,1,0.1191
diff,3,0.47,1,-1,-1,1,0.12007
diff,3,0.47,1,1,1,1,0.12106
diff,3,0.53,1,-1,-1,1,0.11199
diff,3,0.47,0,-2,-3,4,0.29664
diff,3,0.53,0,-1,-1,1,0.11759
diff,3,0.53,0,1,1,1,0.11855
diff,3,0.53,0,-1,-1,1,0.11953
diff,3,0.53,0,1,1,1,0.12052
diff,3,0.53,0,-1,-1,1,0.12149
diff,3,0.47,0,1,1,1,0.11247
diff,3,0.53,1,-1,-1,1,0.12518
diff,3,0.53,1,1,1,1,0.11616
diff,3,0.47,0,3,3,1,0.34368
diff,3,0.53,0,1,1,1,0.11467
diff,3,0.53,0,1,1,1,0.11563
diff,3,0.47,0,-1,-1,1,0.11661
diff,4,0.53,1,-2,-2,2,0.37612
diff,4,0.47,1,1,1,1,0.12981
diff,4,0.53,1,-6,-6,18,1.234
diff,4,0.53,0,1,1,1,0.11205
diff,4,0.47,0,-1,-1,1,0.11304
diff,4,0.47,0,-1,-1,1,0.11404
