condition,coherence,time,invtime,stimulus,decision
1,0.9,1,5,1,1
1,0.9,2,4,1,1
1,0.9,3,3,0,1
1,0.9,4,2,1,1
1,0.9,5,1,1,1
1,0.9,1,6,1,1
1,0.9,2,5,0,1
1,0.9,3,4,0,1
1,0.9,4,3,1,1
1,0.9,5,2,1,1
1,0.9,6,1,1,1
1,0.9,1,5,1,1
1,0.9,2,4,0,1
1,0.9,3,3,1,1
1,0.9,4,2,1,1
1,0.9,5,1,1,1
1,0.1,1,5,1,0
1,0.1,2,4,0,0
1,0.1,3,3,0,0
1,0.1,4,2,0,0
1,0.1,5,1,1,0
2,0.6,1,7,0,0
2,0.6,2,6,1,0
2,0.6,3,5,0,0
2,0.6,4,4,0,0
2,0.6,5,3,1,0
2,0.6,6,2,1,0
2,0.6,7,1,1,0
2,0.6,1,8,1,1
2,0.6,2,7,0,1
2,0.6,3,6,0,1
2,0.6,4,5,1,1
2,0.6,5,4,1,1
2,0.6,6,3,1,1
2,0.6,7,2,1,1
2,0.6,8,1,1,1
2,0.4,1,7,1,1
2,0.4,2,6,1,1
2,0.4,3,5,0,1
2,0.4,4,4,1,1
2,0.4,5,3,0,1
2,0.4,6,2,1,1
2,0.4,7,1,0,1
2,0.6,1,6,1,1
2,0.6,2,5,1,1
2,0.6,3,4,1,1
2,0.6,4,3,1,1
2,0.6,5,2,1,1
2,0.6,6,1,1,1
2,0.6,1,9,0,1
2,0.6,2,8,1,1
2,0.6,3,7,1,1
2,0.6,4,6,0,1
2,0.6,5,5,1,1
2,0.6,6,4,0,1
2,0.6,7,3,1,1
2,0.6,8,2,1,1
2,0.6,9,1,0,1
2,0.6,1,5,0,1
2,0.6,2,4,1,1
2,0.6,3,3,1,1
2,0.6,4,2,0,1
2,0.6,5,1,1,1
2,0.6,1,7,0,1
2,0.6,2,6,1,1
2,0.6,3,5,1,1
2,0.6,4,4,0,1
2,0.6,5,3,1,1
2,0.6,6,2,0,1
2,0.6,7,1,1,1
2,0.6,1,7,1,1
2,0.6,2,6,1,1
2,0.6,3,5,0,1
2,0.6,4,4,0,1
2,0.6,5,3,0,1
2,0.6,6,2,0,1
2,0.6,7,1,1,1
2,0.6,1,11,1,0
2,0.6,2,10,1,0
2,0.6,3,9,0,0
2,0.6,4,8,0,0
2,0.6,5,7,0,0
2,0.6,6,6,1,0
2,0.6,7,5,1,0
2,0.6,8,4,0,0
2,0.6,9,3,0,0
2,0.6,10,2,0,0
2,0.6,11,1,0,0
2,0.4,1,7,1,1
2,0.4,2,6,0,1
2,0.4,3,5,0,1
2,0.4,4,4,1,1
2,0.4,5,3,1,1
2,0.4,6,2,1,1
2,0.4,7,1,1,1
2,0.6,1,6,1,1
2,0.6,2,5,0,1
2,0.6,3,4,1,1
2,0.6,4,3,1,1
2,0.6,5,2,1,1
2,0.6,6,1,1,1
2,0.4,1,10,0,0
2,0.4,2,9,1,0
2,0.4,3,8,0,0
2,0.4,4,7,0,0
2,0.4,5,6,0,0
2,0.4,6,5,1,0
2,0.4,7,4,0,0
2,0.4,8,3,1,0
2,0.4,9,2,1,0
2,0.4,10,1,0,0
2,0.6,1,12,0,1
2,0.6,2,11,1,1
2,0.6,3,10,0,1
2,0.6,4,9,0,1
2,0.6,5,8,0,1
2,0.6,6,7,1,1
2,0.6,7,6,1,1
2,0.6,8,5,1,1
2,0.6,9,4,0,1
2,0.6,10,3,1,1
2,0.6,11,2,1,1
2,0.6,12,1,1,1
2,0.4,1,10,1,1
2,0.4,2,9,0,1
2,0.4,3,8,1,1
2,0.4,4,7,1,1
2,0.4,5,6,1,1
2,0.4,6,5,0,1
2,0.4,7,4,1,1
2,0.4,8,3,0,1
2,0.4,9,2,0,1
2,0.4,10,1,0,1
2,0.4,1,9,0,0
2,0.4,2,8,0,0
2,0.4,3,7,0,0
2,0.4,4,6,0,0
2,0.4,5,5,0,0
2,0.4,6,4,0,0
2,0.4,7,3,1,0
2,0.4,8,2,0,0
2,0.4,9,1,1,0
2,0.6,1,8,0,1
2,0.6,2,7,0,1
2,0.6,3,6,1,1
2,0.6,4,5,1,1
2,0.6,5,4,1,1
2,0.6,6,3,1,1
2,0.6,7,2,1,1
2,0.6,8,1,1,1
2,0.6,1,7,1,1
2,0.6,2,6,1,1
2,0.6,3,5,1,1
2,0.6,4,4,1,1
2,0.6,5,3,0,1
2,0.6,6,2,1,1
2,0.6,7,1,0,1
2,0.6,1,5,0,1
2,0.6,2,4,1,1
2,0.6,3,3,1,1
2,0.6,4,2,1,1
2,0.6,5,1,1,1
2,0.6,1,7,0,1
2,0.6,2,6,0,1
2,0.6,3,5,1,1
2,0.6,4,4,1,1
2,0.6,5,3,1,1
2,0.6,6,2,1,1
2,0.6,7,1,1,1
2,0.6,1,7,0,1
2,0.6,2,6,1,1
2,0.6,3,5,1,1
2,0.6,4,4,0,1
2,0.6,5,3,1,1
2,0.6,6,2,1,1
2,0.6,7,1,1,1
2,0.6,1,6,0,0
2,0.6,2,5,0,0
2,0.6,3,4,0,0
2,0.6,4,3,1,0
2,0.6,5,2,1,0
2,0.6,6,1,1,0
2,0.6,1,5,0,0
2,0.6,2,4,0,0
2,0.6,3,3,1,0
2,0.6,4,2,0,0
2,0.6,5,1,1,0
2,0.6,1,26,0,1
2,0.6,2,25,1,1
