"slopes_e","intercepts_e","slopes_d","intercepts_d","slopes_m","intercepts_m"
-0.419615125258938,3.10388768590608,-1.01393007737987,13.5731511431299,-0.00792327112126884,2.04970918688373
0.376038575526835,-0.407305986783552,0.578462336529568,5.52512746067458,0.349119395098928,0.0787926838442806
0.334845531190479,0.625396916219222,-0.647522805050115,5.91882107983494,-0.17411687755685,2.00364157511655
-1.27100281128418,1.74915067222077,-5.8941312840637,17.63663893694,-1.06297150192951,1.1816482271021
-0.404533342259282,3.82675787827402,-0.234985277721553,7.75244302844119,-0.0313986506524329,3.38977116422753
0.441639172105568,1.74822176317498,-0.0515699480848017,11.5055798720206,-0.0672160646150443,8.58396490016885
0.154545863134959,0.941740074830909,-1.15050415357115,15.9238733213466,-0.329289004101889,3.07903719719509
0.259056407541482,1.10164060559614,-0.050724921248593,20.541746549472,0.0872334446543317,7.68549444885256
-0.0661535925940242,1.23116650329077,-0.00125599411056443,4.87127957463133,0.152363363533133,2.64792942372747
-7.09800376170981,6.08407001877064,-2.97707396530376,3.45800941382815,-2.87960273941121,-4.93415382624712
-6.70198925628037,31.3963909313862,0.0893415551022807,2.4334194931888,-0.0455491135000421,5.68421166399892
0.267568615064372,-0.0314554925834303,-0.692480352679839,10.9131996301807,-0.177553586711951,2.97331194836792
0.542550654417053,1.48259322339403,-3.39826876251225,40.5491136446775,-0.45561236449824,10.3195112667115
0.0116117843185116,2.75229799492699,-0.0530389344291685,10.6140471294905,0.0336097635499221,7.28443417546278
-0.689528299423073,2.88475971471583,0.309748135395405,-19.0806340153687,-0.457374094006776,4.40244871913637
-0.518572520999432,3.28938296767826,-0.277498286340926,11.2088663226238,0.063740188194129,4.71827515709694
1.00706961097105,-1.08598237584834,-0.65874939503606,11.1842342450991,-0.213916602098699,4.44782136847119
-2.48471451409823,3.20217003330005,-0.448710043091302,1.64231210044298,-0.419453697718215,0.811243470663291
0.263011432779911,0.865924475384831,-0.453091952917695,4.74435480882005,-0.206585561461934,2.89223738649984
0.897803454770131,4.39373118293363,0.284085381185759,8.07150961262132,0.00505985295619354,10.6131761383139
0.329463393071233,3.16989323765239,-0.013638447899863,10.4137181996861,0.109108396375906,7.60516428059994
0.234759790447387,2.24630299984184,-0.0694372885931427,8.98428351070991,-0.00931031488258076,5.30346629458187
-4.25665760453944,2.82170804424312,0.34620015888671,3.63979772256986,-0.106296631307631,3.84773184829446
0.471036337939867,0.142176424093867,-0.958214278030193,13.9698476528866,-0.17358623275414,5.65816141971676
