condition,coherence,time,invtime,stimulus,decision
1,0.9,1,8,1,1
1,0.9,2,7,0,1
1,0.9,3,6,1,1
1,0.9,4,5,1,1
1,0.9,5,4,0,1
1,0.9,6,3,1,1
1,0.9,7,2,1,1
1,0.9,8,1,1,1
1,0.1,1,8,1,0
1,0.1,2,7,0,0
1,0.1,3,6,0,0
1,0.1,4,5,0,0
1,0.1,5,4,1,0
1,0.1,6,3,0,0
1,0.1,7,2,0,0
1,0.1,8,1,1,0
1,0.1,1,5,1,0
1,0.1,2,4,0,0
1,0.1,3,3,0,0
1,0.1,4,2,0,0
1,0.1,5,1,0,0
1,0.1,1,8,0,0
1,0.1,2,7,1,0
1,0.1,3,6,0,0
1,0.1,4,5,1,0
1,0.1,5,4,0,0
1,0.1,6,3,0,0
1,0.1,7,2,0,0
1,0.1,8,1,0,0
1,0.9,1,6,1,1
1,0.9,2,5,1,1
1,0.9,3,4,0,1
1,0.9,4,3,1,1
1,0.9,5,2,0,1
1,0.9,6,1,1,1
1,0.9,1,5,0,1
1,0.9,2,4,1,1
1,0.9,3,3,1,1
1,0.9,4,2,1,1
1,0.9,5,1,1,1
1,0.9,1,5,0,1
1,0.9,2,4,1,1
1,0.9,3,3,1,1
1,0.9,4,2,1,1
1,0.9,5,1,1,1
1,0.1,1,7,0,0
1,0.1,2,6,0,0
1,0.1,3,5,1,0
1,0.1,4,4,0,0
1,0.1,5,3,0,0
1,0.1,6,2,0,0
1,0.1,7,1,0,0
1,0.1,1,6,1,0
1,0.1,2,5,0,0
1,0.1,3,4,0,0
1,0.1,4,3,1,0
1,0.1,5,2,0,0
1,0.1,6,1,0,0
1,0.9,1,6,1,1
1,0.9,2,5,1,1
1,0.9,3,4,0,1
1,0.9,4,3,1,1
1,0.9,5,2,1,1
1,0.9,6,1,1,1
1,0.9,1,6,1,1
1,0.9,2,5,1,1
1,0.9,3,4,0,1
1,0.9,4,3,1,1
1,0.9,5,2,1,1
1,0.9,6,1,1,1
1,0.1,1,5,1,0
1,0.1,2,4,0,0
1,0.1,3,3,0,0
1,0.1,4,2,0,0
1,0.1,5,1,0,0
1,0.9,1,9,0,1
1,0.9,2,8,1,1
1,0.9,3,7,1,1
1,0.9,4,6,1,1
1,0.9,5,5,0,1
1,0.9,6,4,1,1
1,0.9,7,3,1,1
1,0.9,8,2,1,1
1,0.9,9,1,1,1
1,0.9,1,7,0,1
1,0.9,2,6,1,1
1,0.9,3,5,0,1
