condition,block,coherence,decision,evidence,high_evidence,time,rt
1,1,0.9,0,3,3,3,0.46252
1,1,0.1,1,-2,-2,2,0.37791
1,1,0.1,1,-2,-2,6,0.62448
1,1,0.1,1,-2,-2,2,0.37985
1,1,0.1,1,-2,-2,2,0.39399
1,1,0.9,0,1,2,3,0.45164
1,1,0.9,0,3,3,3,0.46587
1,1,0.9,0,2,2,6,0.62929
1,1,0.9,0,3,3,3,0.44908
1,1,0.9,0,2,2,2,0.42547
1,1,0.9,0,2,2,2,0.43649
1,1,0.9,0,2,2,2,0.43851
1,1,0.1,1,-2,-2,2,0.40829
1,1,0.9,0,1,1,1,0.37583
1,1,0.1,1,-2,-2,2,0.43003
1,1,0.9,0,2,2,2,0.43423
1,1,0.1,1,-1,-1,1,0.37958
1,1,0.9,0,2,2,2,0.44941
1,1,0.1,1,-1,-1,1,0.37794
1,1,0.9,1,-1,-1,1,0.3755
1,1,0.1,1,-3,-3,3,0.48533
1,1,0.9,0,2,2,8,0.81334
1,1,0.9,0,5,5,5,0.57108
1,1,0.9,0,2,2,2,0.43429
1,1,0.9,0,4,4,4,0.52418
1,1,0.1,0,-1,-1,5,0.61978
1,2,0.1,1,-3,-3,3,0.45873
1,2,0.1,1,-4,-4,4,0.473
1,2,0.1,1,-1,-2,3,0.47499
1,2,0.9,0,4,4,4,0.50049
1,2,0.9,0,3,3,3,0.46592
1,2,0.9,0,3,3,7,0.65376
1,2,0.9,0,3,3,3,0.46016
1,2,0.9,0,4,4,4,0.49785
1,2,0.1,1,-3,-3,3,0.4711
1,2,0.1,1,-1,-1,1,0.39308
1,2,0.1,1,-2,-2,2,0.40285
1,2,0.9,0,2,2,2,0.45145
1,2,0.1,1,-2,-2,2,0.41685
1,2,0.9,0,2,2,2,0.42231
1,2,0.9,1,-1,-1,1,0.37079
1,2,0.9,0,2,3,4,0.54632
1,2,0.1,1,-2,-3,4,0.57406
1,2,0.9,0,3,3,3,0.49173
1,2,0.9,0,3,3,3,0.4816
1,2,0.1,1,-2,-2,2,0.458
1,2,0.1,1,-3,-3,3,0.48785
1,2,0.1,1,-3,-3,3,0.46331
1,2,0.9,0,4,4,4,0.55542
1,2,0.1,1,-3,-3,3,0.45305
1,2,0.9,0,4,4,4,0.51513
1,2,0.9,0,4,4,4,0.50842
1,3,0.9,0,3,3,3,0.44219
1,3,0.9,1,0,1,2,0.4176
1,3,0.9,0,3,3,3,0.46403
1,3,0.9,0,4,4,6,0.61961
1,3,0.9,0,2,2,6,0.63303
1,3,0.9,0,2,2,2,0.41939
1,3,0.1,1,-3,-3,3,0.45705
1,3,0.1,1,-2,-2,2,0.43904
1,3,0.9,0,2,2,2,0.44104
1,3,0.9,0,5,5,5,0.60883
1,3,0.9,1,-2,-2,2,0.41643
1,3,0.1,1,-4,-4,4,0.52632
1,3,0.9,0,3,4,7,0.70198
1,3,0.1,1,-3,-3,3,0.46622
1,3,0.9,0,3,3,3,0.49388
1,3,0.1,1,-2,-2,2,0.45151
1,3,0.1,1,-3,-3,3,0.48136
1,3,0.1,1,-2,-2,2,0.449
1,3,0.1,1,-2,-2,2,0.4488
1,3,0.9,0,5,5,5,0.60097
1,3,0.9,0,2,2,4,0.56091
1,3,0.1,1,-2,-2,4,0.53642
1,3,0.1,1,-3,-3,3,0.47846
1,3,0.9,0,4,4,4,0.52836
1,3,0.9,0,1,2,3,0.49602
1,3,0.9,0,3,4,5,0.54155
1,4,0.9,0,2,3,4,0.489
1,4,0.9,0,3,3,5,0.58455
1,4,0.9,0,2,2,4,0.49224
1,4,0.1,0,-1,-1,5,0.60222
1,4,0.1,1,-3,-3,3,0.48987
1,4,0.9,0,2,2,2,0.41746
1,4,0.1,1,-3,-3,3,0.47952
1,4,0.1,1,-2,-2,2,0.43371
1,4,0.1,1,-2,-2,2,0.41129
1,4,0.1,1,-3,-3,5,0.60127
1,4,0.1,1,-2,-2,2,0.42546
1,4,0.1,1,-2,-2,2,0.41305
1,4,0.9,0,3,3,3,0.50635
1,4,0.1,1,-2,-2,2,0.45495
1,4,0.1,1,-2,-2,4,0.54827
1,4,0.1,1,-2,-2,4,0.56822
1,4,0.1,1,-2,-2,2,0.44802
1,4,0.1,1,-2,-2,2,0.44784
1,4,0.1,1,-3,-3,3,0.50333
