trial,condition,coherence,time,evidence,action,rt
1,1,0.1,1,-1,0,7
1,1,0.1,2,-0,0,7
1,1,0.1,3,1,0,7
1,1,0.1,4,2,0,7
1,1,0.1,5,3,0,7
1,1,0.1,6,4,0,7
1,1,0.1,7,5,1,7
2,1,0.9,1,1,0,3
2,1,0.9,2,2,0,3
2,1,0.9,3,3,1,3
3,1,0.9,1,1,0,3
3,1,0.9,2,2,0,3
3,1,0.9,3,3,1,3
4,1,0.1,1,1,0,3
4,1,0.1,2,2,0,3
4,1,0.1,3,3,1,3
5,1,0.1,1,1,0,2
5,1,0.1,2,2,1,2
6,1,0.9,1,1,0,2
6,1,0.9,2,2,1,2
7,1,0.9,1,1,0,2
7,1,0.9,2,2,1,2
8,1,0.1,1,1,0,3
8,1,0.1,2,2,0,3
8,1,0.1,3,3,1,3
9,1,0.1,1,1,0,6
9,1,0.1,2,2,0,6
9,1,0.1,3,1,0,6
9,1,0.1,4,2,0,6
9,1,0.1,5,3,0,6
9,1,0.1,6,4,1,6
10,1,0.1,1,1,0,3
10,1,0.1,2,2,0,3
10,1,0.1,3,3,1,3
11,1,0.1,1,-1,0,11
11,1,0.1,2,-0,0,11
11,1,0.1,3,-1,0,11
11,1,0.1,4,-0,0,11
11,1,0.1,5,-1,0,11
11,1,0.1,6,-0,0,11
11,1,0.1,7,1,0,11
11,1,0.1,8,2,0,11
11,1,0.1,9,1,0,11
11,1,0.1,10,2,0,11
11,1,0.1,11,3,1,11
12,1,0.9,1,-1,0,5
12,1,0.9,2,0,0,5
12,1,0.9,3,1,0,5
12,1,0.9,4,2,0,5
12,1,0.9,5,3,1,5
13,1,0.9,1,1,1,1
14,1,0.9,1,1,0,2
14,1,0.9,2,2,1,2
15,1,0.1,1,1,0,2
15,1,0.1,2,2,1,2
16,1,0.1,1,1,0,2
16,1,0.1,2,2,1,2
17,1,0.1,1,1,0,2
17,1,0.1,2,2,1,2
18,1,0.9,1,1,0,2
18,1,0.9,2,2,1,2
19,1,0.1,1,1,0,2
19,1,0.1,2,2,1,2
20,1,0.9,1,1,0,2
20,1,0.9,2,2,1,2
21,1,0.1,1,-1,0,3
