condition,coherence,time,invtime,stimulus,decision
1,0.1,1,10,0,0
1,0.1,2,9,0,0
1,0.1,3,8,1,0
1,0.1,4,7,0,0
1,0.1,5,6,0,0
1,0.1,6,5,0,0
1,0.1,7,4,0,0
1,0.1,8,3,1,0
1,0.1,9,2,0,0
1,0.1,10,1,0,0
1,0.9,1,7,1,1
1,0.9,2,6,1,1
1,0.9,3,5,0,1
1,0.9,4,4,1,1
1,0.9,5,3,0,1
1,0.9,6,2,1,1
1,0.9,7,1,1,1
1,0.1,1,5,0,0
1,0.1,2,4,1,0
1,0.1,3,3,0,0
1,0.1,4,2,0,0
1,0.1,5,1,0,0
1,0.9,1,11,0,1
1,0.9,2,10,1,1
1,0.9,3,9,0,1
1,0.9,4,8,1,1
1,0.9,5,7,1,1
1,0.9,6,6,1,1
1,0.9,7,5,0,1
1,0.9,8,4,0,1
1,0.9,9,3,1,1
1,0.9,10,2,1,1
1,0.9,11,1,1,1
1,0.1,1,5,0,0
1,0.1,2,4,0,0
1,0.1,3,3,0,0
1,0.1,4,2,0,0
1,0.1,5,1,0,0
1,0.9,1,7,0,1
1,0.9,2,6,1,1
1,0.9,3,5,1,1
1,0.9,4,4,1,1
1,0.9,5,3,1,1
1,0.9,6,2,1,1
1,0.9,7,1,1,1
1,0.9,1,10,1,1
1,0.9,2,9,1,1
1,0.9,3,8,1,1
1,0.9,4,7,1,1
1,0.9,5,6,0,1
1,0.9,6,5,1,1
1,0.9,7,4,1,1
1,0.9,8,3,1,1
1,0.9,9,2,1,1
1,0.9,10,1,1,1
1,0.9,1,6,1,1
1,0.9,2,5,1,1
1,0.9,3,4,1,1
1,0.9,4,3,1,1
1,0.9,5,2,1,1
1,0.9,6,1,1,1
1,0.9,1,7,1,1
1,0.9,2,6,1,1
1,0.9,3,5,0,1
1,0.9,4,4,1,1
1,0.9,5,3,1,1
1,0.9,6,2,1,1
1,0.9,7,1,1,1
1,0.9,1,9,1,1
1,0.9,2,8,1,1
1,0.9,3,7,1,1
1,0.9,4,6,0,1
1,0.9,5,5,0,1
1,0.9,6,4,1,1
1,0.9,7,3,1,1
1,0.9,8,2,1,1
1,0.9,9,1,1,1
1,0.1,1,5,0,0
1,0.1,2,4,0,0
1,0.1,3,3,0,0
1,0.1,4,2,0,0
1,0.1,5,1,0,0
1,0.1,1,6,1,0
1,0.1,2,5,0,0
1,0.1,3,4,0,0
1,0.1,4,3,0,0
1,0.1,5,2,0,0
1,0.1,6,1,0,0
1,0.1,1,5,1,0
1,0.1,2,4,0,0
1,0.1,3,3,0,0
1,0.1,4,2,0,0
1,0.1,5,1,0,0
1,0.9,1,6,1,1
1,0.9,2,5,0,1
1,0.9,3,4,1,1
1,0.9,4,3,1,1
1,0.9,5,2,1,1
1,0.9,6,1,1,1
1,0.1,1,12,0,0
1,0.1,2,11,0,0
1,0.1,3,10,0,0
1,0.1,4,9,1,0
1,0.1,5,8,0,0
1,0.1,6,7,1,0
1,0.1,7,6,0,0
1,0.1,8,5,0,0
1,0.1,9,4,0,0
1,0.1,10,3,0,0
1,0.1,11,2,0,0
1,0.1,12,1,0,0
1,0.9,1,7,1,1
1,0.9,2,6,0,1
1,0.9,3,5,1,1
1,0.9,4,4,1,1
1,0.9,5,3,1,1
1,0.9,6,2,1,1
1,0.9,7,1,1,1
1,0.1,1,15,0,0
1,0.1,2,14,1,0
1,0.1,3,13,1,0
1,0.1,4,12,0,0
1,0.1,5,11,0,0
1,0.1,6,10,1,0
1,0.1,7,9,0,0
1,0.1,8,8,0,0
1,0.1,9,7,0,0
1,0.1,10,6,0,0
1,0.1,11,5,0,0
1,0.1,12,4,0,0
1,0.1,13,3,0,0
1,0.1,14,2,0,0
1,0.1,15,1,0,0
1,0.1,1,7,0,0
1,0.1,2,6,0,0
1,0.1,3,5,1,0
1,0.1,4,4,0,0
1,0.1,5,3,0,0
1,0.1,6,2,0,0
1,0.1,7,1,0,0
1,0.9,1,5,1,1
1,0.9,2,4,0,1
1,0.9,3,3,1,1
1,0.9,4,2,1,1
1,0.9,5,1,1,1
1,0.1,1,6,0,0
1,0.1,2,5,0,0
1,0.1,3,4,0,0
1,0.1,4,3,1,0
1,0.1,5,2,0,0
1,0.1,6,1,0,0
1,0.1,1,6,0,0
1,0.1,2,5,0,0
1,0.1,3,4,1,0
1,0.1,4,3,0,0
1,0.1,5,2,0,0
1,0.1,6,1,0,0
1,0.1,1,5,0,0
1,0.1,2,4,0,0
1,0.1,3,3,0,0
1,0.1,4,2,0,0
1,0.1,5,1,0,0
1,0.9,1,10,0,1
1,0.9,2,9,1,1
1,0.9,3,8,1,1
1,0.9,4,7,1,1
1,0.9,5,6,1,1
1,0.9,6,5,1,1
1,0.9,7,4,0,1
1,0.9,8,3,1,1
1,0.9,9,2,1,1
1,0.9,10,1,1,1
1,0.9,1,5,0,1
1,0.9,2,4,1,1
1,0.9,3,3,1,1
1,0.9,4,2,1,1
1,0.9,5,1,1,1
1,0.1,1,5,0,0
1,0.1,2,4,1,0
1,0.1,3,3,0,0
1,0.1,4,2,0,0
1,0.1,5,1,0,0
2,0.6,1,19,1,1
2,0.6,2,18,1,1
2,0.6,3,17,0,1
2,0.6,4,16,1,1
2,0.6,5,15,1,1
2,0.6,6,14,0,1
2,0.6,7,13,1,1
2,0.6,8,12,0,1
2,0.6,9,11,0,1
2,0.6,10,10,1,1
2,0.6,11,9,0,1
2,0.6,12,8,0,1
2,0.6,13,7,1,1
2,0.6,14,6,1,1
2,0.6,15,5,0,1
2,0.6,16,4,1,1
2,0.6,17,3,1,1
2,0.6,18,2,0,1
2,0.6,19,1,0,1
2,0.6,1,23,1,1
2,0.6,2,22,1,1
2,0.6,3,21,0,1
2,0.6,4,20,0,1
2,0.6,5,19,1,1
2,0.6,6,18,1,1
2,0.6,7,17,1,1
2,0.6,8,16,1,1
2,0.6,9,15,1,1
2,0.6,10,14,1,1
2,0.6,11,13,0,1
2,0.6,12,12,1,1
2,0.6,13,11,0,1
2,0.6,14,10,0,1
2,0.6,15,9,1,1
2,0.6,16,8,1,1
2,0.6,17,7,0,1
2,0.6,18,6,0,1
2,0.6,19,5,1,1
2,0.6,20,4,1,1
2,0.6,21,3,0,1
2,0.6,22,2,1,1
2,0.6,23,1,0,1
2,0.6,1,15,1,1
2,0.6,2,14,0,1
2,0.6,3,13,1,1
2,0.6,4,12,0,1
2,0.6,5,11,1,1
2,0.6,6,10,1,1
2,0.6,7,9,0,1
2,0.6,8,8,0,1
2,0.6,9,7,1,1
2,0.6,10,6,1,1
2,0.6,11,5,1,1
2,0.6,12,4,0,1
2,0.6,13,3,1,1
2,0.6,14,2,1,1
2,0.6,15,1,1,1
2,0.4,1,8,0,0
2,0.4,2,7,0,0
2,0.4,3,6,0,0
2,0.4,4,5,1,0
2,0.4,5,4,1,0
2,0.4,6,3,0,0
2,0.4,7,2,0,0
2,0.4,8,1,1,0
2,0.4,1,22,0,0
2,0.4,2,21,1,0
2,0.4,3,20,1,0
2,0.4,4,19,1,0
2,0.4,5,18,0,0
2,0.4,6,17,1,0
2,0.4,7,16,1,0
2,0.4,8,15,0,0
2,0.4,9,14,0,0
2,0.4,10,13,1,0
2,0.4,11,12,0,0
2,0.4,12,11,1,0
2,0.4,13,10,0,0
2,0.4,14,9,0,0
2,0.4,15,8,0,0
